TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
The,O,1,17,det,_,,O
17,O,9,addition,nsubj,_,,O
in,O,4,Pro,case,_,,O
Macbook,O,4,Pro,compound,_,mac ##book,O
Pro,O,1,17,nmod:in,_,,O
has,O,9,addition,aux,_,,O
been,O,9,addition,cop,_,,O
a,O,9,addition,det,_,,O
wonderful,B-OP,9,addition,amod,_,,OT-W\O-Path
addition,O,9,addition,ROOT,_,,O
.,O,9,addition,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,5,weeks,nsubj:pass,_,,O
's,O,5,weeks,aux:pass,_,' s,O
been,O,5,weeks,cop,_,,O
a,O,5,weeks,det,_,,O
couple,O,5,weeks,compound,_,,O
weeks,O,5,weeks,ROOT,_,,O
since,O,8,purchase,case,_,,O
the,O,8,purchase,det,_,,O
purchase,O,5,weeks,obl,_,,O
and,O,12,struggle,cc,_,,O
I,O,12,struggle,nsubj,_,,O
'm,O,12,struggle,cop,_,' m,O
struggle,O,5,weeks,conj,_,,O
with,O,14,finding,mark,_,,O
finding,O,12,struggle,advcl:with,_,,O
the,O,17,keys,det,_,,O
correct,O,17,keys,amod,_,,O
keys,B-ASP,14,finding,obj,_,,AT-W\O-Path
(,O,22,expected,punct,_,,O
but,O,22,expected,cc,_,,O
that,O,22,expected,nsubj:pass,_,,O
was,O,22,expected,aux:pass,_,,O
expected,O,5~12,weeks~struggle,conj~conj:and,_,,O
),O,22,expected,punct,_,,O
.,O,5,weeks,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,display,det,_,,O
display,B-ASP,4,bright,nsubj,_,,AT-Head
is,O,4,bright,cop,_,,O
incredibly,O,4,bright,advmod,_,,O
bright,B-OP,4,bright,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
",",O,4,bright,punct,_,,O
much,O,7,brighter,advmod,_,,O
brighter,B-OP,4,bright,parataxis,_,,"1###[""OT"", ""parataxis^-1"", ""*"", ""nsubj"", ""ASP""]"
than,O,10,PowerBook,case,_,,O
my,O,10,PowerBook,nmod:poss,_,,O
PowerBook,O,7,brighter,obl,_,power ##book,O
and,O,13,crisp,cc,_,,O
very,O,13,crisp,advmod,_,,O
