TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
Quick,B-OP,1,and,CONJ.member,NNP,,"6###[""OT"", ""PAT-arg"", ""ASP""]"
and,O,_,_,_,CC,,O
has,O,_,_,_,_,,O
built,B-ASP,1,and,CONJ.member,VBN,,AT-Secondary
in,I-ASP,_,_,_,_,,AT-Secondary
virus,I-ASP,6,control,PAT-arg,NN,,AT-Secondary
control,I-ASP,3~0,built~Quick,PAT-arg~PAT-arg,NN,,AT-Head
.,O,_,_,_,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Ca,O,_,_,_,_,,O
n't,O,2,wait,RHEM,RB,n ' t,O
wait,O,2,wait,ROOT,VB,,O
until,O,_,_,_,_,,O
I,O,9~5,take~go,ACT-arg~ACT-arg,PRP,,O
go,O,2~8,wait~and,TTILL~CONJ.member,VBP,,O
on,O,_,_,_,_,,O
vacation,O,5,go,DIR3-arg,NN,,O
and,O,_,_,_,CC,,O
take,O,8~2,and~wait,CONJ.member~TTILL,VB,,O
it,O,9,take,PAT-arg,PRP,,O
with,O,_,_,_,_,,O
me,O,9,take,ADDR-arg,PRP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,called,ACT-arg,PRP,,O
called,O,3~1,and~called,CONJ.member~ROOT,VBD,,O
Toshiba,O,1,called,ADDR-arg,NNP,to ##shi ##ba,O
and,O,_,_,_,CC,,O
they,O,5,want,ACT-arg,PRP,,O
want,O,3~5,and~want,CONJ.member~ROOT,VBP,,O
me,O,8,be,ACT-arg,PRP,,O
to,O,_,_,_,_,,O
be,O,5,want,PAT-arg,VB,,O
without,O,_,_,_,_,,O
my,O,11,laptop,APP,PRP$,,O
laptop,O,8,be,ACMP-arg,NN,,O
for,O,_,_,_,_,,O
about,O,14,two,EXT,RB,,O
two,O,15,weeks,RSTR,CD,,O
weeks,O,8,be,TFHL,NNS,,O
while,O,_,_,_,_,,O
they,O,18,look,ACT-arg,PRP,,O
look,O,8,be,TPAR,VBP,,O
at,O,_,_,_,_,,O
the,O,_,_,_,_,,O
problem,O,18,look,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
What,O,1,'s,ACT-arg,WP,,O
's,O,4,is,PAT-arg,VBZ,' s,O
also,O,1,'s,RHEM,RB,,O
interesting,B-OP,1,'s,PAT-arg,JJ,,OT-W\O-Path
is,O,4,is,ROOT,VBZ,,O
this,O,6,survey,RSTR,DT,,O
survey,O,7,changed,ACT-arg,NN,,O
changed,O,4,is,ACT-arg,VBD,,O
my,O,9,ratings,APP,PRP$,,O
ratings,O,7,changed,PAT-arg,NNS,,O
the,O,_,_,_,_,,O
first,O,12,time,RSTR,JJ,,O
time,O,7,changed,TWHEN,NN,,O
I,O,14,submitted,ACT-arg,PRP,,O
submitted,O,12,time,RSTR,VBD,,O
it,O,14,submitted,PAT-arg,PRP,,O
in,O,_,_,_,_,,O
case,O,_,_,_,_,,O
it,O,21,keep,ACT-arg,PRP,,O
does,O,_,_,_,_,,O
n't,O,21,keep,RHEM,RB,n ' t,O
keep,O,7,changed,CAUS,VB,,O
what,O,24,put,PAT-arg,WP,,O
I,O,24,put,ACT-arg,PRP,,O
put,O,21,keep,PAT-arg,VBD,,O
here,O,24,put,DIR3-arg,RB,,O
are,O,21,keep,PAT-arg,VBP,,O
my,O,28,aratings,APP,PRP$,,O
aratings,O,26,are,PAT-arg,NNS,ara ##ting ##s,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
battery,B-ASP,2,life,RSTR,NN,,AT-Secondary
life,I-ASP,3,is,ACT-arg,NN,,AT-Head
is,O,3,is,ROOT,VBZ,,O
also,O,3,is,RHEM,RB,,O
relatively,O,6,good,EXT,RB,,O
good,B-OP,3,is,PAT-arg,JJ,,"2###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Laptop,O,1~4,is~used,ACT-arg~PAT-arg,NN,,O
is,O,1,is,ROOT,VBZ,,O
to,O,_,_,_,_,,O
be,O,_,_,_,_,,O
used,O,1,is,PAT-arg,VBN,,O
like,O,_,_,_,_,,O
a,O,_,_,_,_,,O
Netbook,O,4,used,ACT-arg,NNP,net ##book,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
