TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
I,O,2,been,nsubj,_,,O
've,O,2,been,aux,_,' ve,O
been,O,2,been,ROOT,_,,O
a,O,5,user,det,_,,O
PC,O,5,user,compound,_,,O
user,O,2,been,attr,_,,O
and,O,2,been,cc,_,,O
I,O,10,switched,nsubj,_,,O
just,O,10,switched,advmod,_,,O
finally,O,10,switched,advmod,_,,O
switched,O,2,been,conj,_,,O
and,O,10,switched,cc,_,,O
I,O,15,going,nsubj,_,,O
am,O,15,going,aux,_,,O
never,O,15,going,neg,_,,O
going,O,10,switched,conj,_,,O
back,O,15,going,advmod,_,,O
.,O,10,switched,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
PDF,O,1,files,compound,_,,O
files,O,4,viewed,nsubjpass,_,,O
can,O,4,viewed,aux,_,,O
be,O,4,viewed,auxpass,_,,O
viewed,O,4,viewed,ROOT,_,,O
instantly,O,4,viewed,advmod,_,,O
.,O,4,viewed,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
So,O,15,is,advmod,_,,O
what,O,6,look,dep,_,,O
if,O,6,look,mark,_,,O
the,O,5,phones,det,_,,O
laptops/mobile,O,5,phones,compound,_,laptop ##s / mobile,O
phones,O,6,look,nsubj,_,,O
look,O,0,So,meta,_,,O
chic,B-OP,6,look,acomp,_,chi ##c,OT-W\O-Path
and,O,7,chic,cc,_,,O
cool,B-OP,7,chic,conj,_,,OT-W\O-Path
?,O,6,look,punct,_,,O
The,O,15,is,dep,_,,O
after,B-ASP,15,is,mark,_,,AT-Head
sales,I-ASP,14,support,compound,_,,AT-Secondary
support,I-ASP,15,is,nsubj,_,,AT-Secondary
is,O,15,is,ROOT,_,,O
terrible,B-OP,15,is,acomp,_,,"12###[""OT"", ""acomp^-1"", ""*"", ""mark"", ""ASP""]"
.,O,15,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
About,O,1,2,advmod,_,,O
2,O,2,months,nummod,_,,O
months,O,3,ago,npadvmod,_,,O
ago,O,5,bought,advmod,_,,O
i,O,5,bought,nsubj,_,,O
bought,O,5,bought,ROOT,_,,O
the,O,9,pro,det,_,,O
2011,O,9,pro,nummod,_,,O
macbook,O,9,pro,compound,_,mac ##book,O
pro,O,5,bought,dobj,_,,O
",",O,9,pro,punct,_,,O
which,O,12,was,nsubj,_,,O
was,O,9,pro,relcl,_,,O
an,O,14,upgrade,det,_,,O
upgrade,O,12,was,attr,_,,O
from,O,14,upgrade,prep,_,,O
my,O,19,pro,poss,_,,O
2010,O,19,pro,nummod,_,,O
macbook,O,19,pro,compound,_,mac ##book,O
pro,O,15,from,pobj,_,,O
.,O,5,bought,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,had,nsubj,_,,O
've,O,2,had,aux,_,' ve,O
had,O,2,had,ROOT,_,,O
a,O,5,laptop,det,_,,O
Toshiba,O,5,laptop,compound,_,to ##shi ##ba,O
laptop,O,2,had,dobj,_,,O
in,O,2,had,prep,_,,O
the,O,8,past,det,_,,O
past,O,6,in,pobj,_,,O
;,O,2,had,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
They,O,1,removed,nsubj,_,,O
removed,O,1,removed,ROOT,_,,O
them,O,1,removed,dobj,_,,O
and,O,1,removed,cc,_,,O
returned,O,1,removed,conj,_,,O
the,O,6,computer,det,_,,O
computer,O,4,returned,dobj,_,,O
to,O,4,returned,prep,_,,O
me,O,7,to,pobj,_,,O
.,O,1,removed,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Ease,B-OP,3,is,nsubj,_,,"2###[""OT"", ""prep"", ""*"", ""pobj"", ""ASP""]"
of,O,0,Ease,prep,_,,O
use,B-ASP,1,of,pobj,_,,AT-Head
is,O,3,is,ROOT,_,,O
just,O,5,one,advmod,_,,O
one,O,3,is,attr,_,,O
of,O,5,one,prep,_,,O
the,O,8,benefits,det,_,,O
benefits,O,6,of,pobj,_,,O
I,O,10,love,nsubj,_,,O
love,B-OP,8,benefits,relcl,_,,OT-W\O-Path
about,O,10,love,prep,_,,O
my,O,13,Mac,poss,_,,O
Mac,O,11,about,pobj,_,,O
.,O,3,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Other,O,6,have,advmod,_,,O
than,O,0,Other,prep,_,,O
that,O,1,than,pobj,_,,O
I,O,6,have,nsubj,_,,O
do,O,6,have,aux,_,,O
n't,O,6,have,neg,_,n ' t,O
have,O,6,have,ROOT,_,,O
one,O,8,complaint,nummod,_,,O
complaint,O,6,have,dobj,_,,O
in,O,8,complaint,prep,_,,O
the,O,11,world,det,_,,O
world,O,9,in,pobj,_,,O
!,O,6,have,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,speed,det,_,,O
speed,B-ASP,2,is,nsubj,_,,AT-Head
is,O,2,is,ROOT,_,,O
fine,B-OP,2,is,acomp,_,,"1###[""OT"", ""acomp^-1"", ""*"", ""nsubj"", ""ASP""]"
.,O,2,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Also,O,1,is,advmod,_,,O
is,O,1,is,ROOT,_,,O
portable,B-OP,1,is,acomp,_,,OT-W\O-Path
and,O,2,portable,cc,_,,O
reliable,B-OP,2,portable,conj,_,,OT-W\O-Path
.,O,1,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,wanted,nsubj,_,,O
also,O,2,wanted,advmod,_,,O
wanted,O,2,wanted,ROOT,_,,O
Windows,B-ASP,2,wanted,dobj,_,,AT-W\O-Path
7,I-ASP,3,Windows,nummod,_,,AT-W\O-Path
",",O,3,Windows,punct,_,,O
which,O,9,has,dobj,_,,O
this,O,8,one,det,_,,O
one,O,9,has,nsubj,_,,O
has,O,3,Windows,relcl,_,,O
.,O,2,wanted,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,is,nsubj,_,,O
is,O,1,is,ROOT,_,,O
a,O,4,machine,det,_,,O
great,B-OP,4,machine,amod,_,,OT-W\O-Path
machine,O,1,is,attr,_,,O
!,O,1,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
None,O,6,knew,nsubj,_,,O
of,O,0,None,prep,_,,O
the,O,3,techs,det,_,,O
techs,B-ASP,1,of,pobj,_,tech ##s,AT-W\O-Path
at,I-ASP,3,techs,prep,_,,AT-W\O-Path
HP,I-ASP,4,at,pobj,_,,AT-W\O-Path
knew,O,6,knew,ROOT,_,,O
what,O,10,doing,dobj,_,,O
they,O,10,doing,nsubj,_,,O
were,O,10,doing,aux,_,,O
doing,O,6,knew,ccomp,_,,O
.,O,6,knew,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,Awesomest,det,_,,O
Awesomest,B-OP,1,Awesomest,ROOT,_,awesome ##st,OT-W\O-Path
of,O,1,Awesomest,prep,_,,O
the,O,4,awesomest,det,_,,O
awesomest,B-OP,2,of,pobj,_,awesome ##st,OT-W\O-Path
.,O,1,Awesomest,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,had,nsubj,_,,O
had,O,1,had,ROOT,_,,O
to,O,3,adjust,aux,_,,O
adjust,O,1,had,xcomp,_,,O
my,O,6,sensitivity,poss,_,,O
mousepad,B-ASP,6,sensitivity,compound,_,mouse ##pad,AT-W\O-Path
sensitivity,I-ASP,3,adjust,dobj,_,,AT-W\O-Path
