TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
The,O,1,service,det,_,,O
service,B-ASP,3,ok,nsubj,_,,AT-Head
is,O,3,ok,cop,_,,O
ok,B-OP,3,ok,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
but,O,7,better,cc,_,,O
could,O,7,better,aux,_,,O
be,O,7,better,cop,_,,O
better,B-OP,3,ok,conj,_,,"1###[""OT"", ""conj^-1"", ""*"", ""nsubj"", ""ASP""]"
.,O,3,ok,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,3,place,nsubj,_,,O
's,O,3,place,cop,_,' s,O
a,O,3,place,det,_,,O
place,O,3,place,ROOT,_,,O
for,O,5,people,case,_,,O
people,O,3,place,nmod,_,,O
who,O,7,pay,nsubj,_,,O
pay,O,5,people,acl:relcl,_,,O
a,O,9,lot,det,_,,O
lot,O,7,pay,obj,_,,O
for,O,12,food,case,_,,O
mediocre,B-OP,12,food,amod,_,med ##io ##cre,"12###[""OT"", ""amod^-1"", ""ASP""]"
food,B-ASP,7,pay,obl,_,,AT-Head
",",O,14,noise,punct,_,,O
noise,B-ASP,12,food,conj,_,,AT-W\O-Path
and,O,17,chance,cc,_,,O
a,O,17,chance,det,_,,O
chance,O,12,food,conj,_,,O
to,O,26,folks,mark,_,,O
be,O,26,folks,cop,_,,O
with,O,26,folks,case,_,,O
their,O,26,folks,nmod:poss,_,,O
fellow,O,26,folks,amod,_,,O
bridge,O,26,folks,compound,_,,O
and,O,25,tunnel,cc,_,,O
tunnel,O,23,bridge,conj,_,,O
folks,O,17,chance,acl,_,,O
.,O,3,place,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
We,O,1,went,nsubj,_,,O
went,O,1,went,ROOT,_,,O
to,O,3,Ino,case,_,,O
Ino,O,1,went,obl,_,in ##o,O
for,O,5,Valentines,case,_,,O
Valentines,O,1,went,obl,_,valentine ##s,O
.,O,1,went,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,place,det,_,,O
place,B-ASP,4,tiny,nsubj,_,,AT-Head
is,O,4,tiny,cop,_,,O
incredibly,O,4,tiny,advmod,_,,O
tiny,B-OP,4,tiny,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
.,O,4,tiny,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,4,time,nsubj,_,,O
was,O,4,time,cop,_,,O
my,O,4,time,nmod:poss,_,,O
frist,O,4,time,amod,_,fr ##ist,O
time,O,4,time,ROOT,_,,O
at,O,7,St.,case,_,,O
Cafe,O,7,St.,compound,_,,O
St.,O,4,time,nmod,_,st .,O
Bart,O,7,St.,flat,_,,O
's,O,7,St.,case,_,' s,O
and,O,13,say,cc,_,,O
I,O,13,say,nsubj,_,,O
must,O,13,say,aux,_,,O
say,O,4,time,conj,_,,O
how,O,15,delicous,advmod,_,,O
delicous,B-OP,13,say,ccomp,_,del ##ico ##us,"17###[""OT"", ""conj"", ""*"", ""nsubj"", ""ASP""]"
the,O,17,food,det,_,,O
food,B-ASP,21,was,nsubj,_,,AT-Head
and,O,21,was,cc,_,,O
the,O,20,service,det,_,,O
service,B-ASP,21,was,nsubj,_,,AT-W\O-Path
was,O,15,delicous,conj,_,,O
.,O,4,time,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
For,O,3,Wedding,case,_,,O
a,O,3,Wedding,det,_,,O
Fabulous,O,3,Wedding,amod,_,,O
Wedding,O,3,Wedding,ROOT,_,,O
!,O,3,Wedding,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Gross,B-OP,1,food,compound,_,,"1###[""OT"", ""compound^-1"", ""ASP""]"
food,B-ASP,1,food,ROOT,_,,AT-Head
–,O,1,food,punct,_,,O
Wow,O,1,food,discourse,_,,O
-,O,1,food,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,going,nsubj,_,,O
am,O,2,going,aux,_,,O
going,O,2,going,ROOT,_,,O
to,O,7,location,case,_,,O
the,O,7,location,det,_,,O
mid,O,6,town,compound,_,,O
town,O,7,location,compound,_,,O
location,O,2,going,obl,_,,O
next,O,2,going,advmod,_,,O
.,O,2,going,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Ca,O,2,argue,aux,_,,O
n't,O,2,argue,advmod,_,n ' t,O
argue,O,2,argue,ROOT,_,,O
about,O,4,that,case,_,,O
that,O,2,argue,obl,_,,O
",",O,11,priced,punct,_,,O
but,O,11,priced,cc,_,,O
they,O,11,priced,nsubj,_,,O
are,O,11,priced,cop,_,,O
clearly,O,11,priced,advmod,_,,O
over,O,11,priced,advmod,_,,O
priced,O,2,argue,conj,_,,O
.,O,2,argue,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,bartender,det,_,,O
bartender,B-ASP,10,rude,nsubj,_,,AT-Head
on,O,6,visit,case,_,,O
my,O,6,visit,nmod:poss,_,,O
most,O,6,visit,advmod,_,,O
recent,O,6,visit,amod,_,,O
visit,O,1,bartender,nmod,_,,O
was,O,10,rude,cop,_,,O
so,O,10,rude,advmod,_,,O
incredibly,O,10,rude,advmod,_,,O
rude,B-OP,10,rude,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
that,O,15,go,mark,_,,O
I,O,15,go,nsubj,_,,O
will,O,15,go,aux,_,,O
never,O,15,go,advmod,_,,O
go,O,10,rude,ccomp,_,,O
back,O,15,go,advmod,_,,O
.,O,10,rude,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,sauce,det,_,,O
sauce,O,3,excellent,nsubj,_,,O
is,O,3,excellent,cop,_,,O
excellent,B-OP,3,excellent,ROOT,_,,"9###[""OT"", ""obl"", ""ASP""]"
(,O,6,fresh,punct,_,,O
very,O,6,fresh,advmod,_,,O
fresh,B-OP,3,excellent,parataxis,_,,"9###[""OT"", ""parataxis^-1"", ""*"", ""obl"", ""ASP""]"
),O,6,fresh,punct,_,,O
with,O,9,dabs,case,_,,O
dabs,B-ASP,3,excellent,obl,_,da ##bs,AT-Head
of,I-ASP,12,mozzarella,case,_,,AT-Secondary
real,I-ASP,12,mozzarella,amod,_,,AT-Secondary
mozzarella,I-ASP,9,dabs,nmod,_,mo ##zza ##rella,AT-Secondary
.,O,3,excellent,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Fresh,B-OP,0,Fresh,ROOT,_,,"5###[""OT"", ""conj"", ""ASP""]"
",",O,2,authentic,punct,_,,O
authentic,B-OP,0,Fresh,conj,_,,"5###[""OT"", ""conj^-1"", ""*"", ""conj"", ""ASP""]"
",",O,5,cuisine,punct,_,,O
french,B-ASP,5,cuisine,amod,_,,AT-Secondary
cuisine,I-ASP,0,Fresh,conj,_,,AT-Head
in,O,8,portions,case,_,,O
substantial,B-OP,8,portions,amod,_,,"8###[""OT"", ""amod^-1"", ""ASP""]"
portions,B-ASP,5,cuisine,nmod,_,,AT-Head
.,O,0,Fresh,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,5,choice,nsubj,_,,O
has,O,5,choice,aux,_,,O
been,O,5,choice,cop,_,,O
my,O,5,choice,nmod:poss,_,,O
first,O,5,choice,amod,_,,O
choice,O,5,choice,ROOT,_,,O
ever,O,5,choice,advmod,_,,O
since,O,9,discovered,mark,_,,O
I,O,9,discovered,nsubj,_,,O
discovered,O,5,choice,advcl,_,,O
it,O,9,discovered,obj,_,,O
.,O,5,choice,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
We,O,1,saw,nsubj,_,,O
saw,O,1,saw,ROOT,_,,O
them,O,1,saw,iobj,_,,O
heating,O,1,saw,obj,_,,O
