TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
It,O,5,decision,nsubj,_,,O
is,O,5,decision,cop,_,,O
not,O,5,decision,advmod,_,,O
an,O,5,decision,det,_,,O
easy,O,5,decision,amod,_,,O
decision,O,5,decision,ROOT,_,,O
to,O,7,purchase,mark,_,,O
purchase,O,5,decision,acl:to,_,,O
a,O,9,used,det,_,,O
used,O,7,purchase,xcomp,_,,O
or,O,12,good,cc,_,,O
even,O,12,good,advmod,_,,O
good,O,9~7,used~purchase,conj~xcomp,_,,O
as,O,15,laptop,case,_,,O
new,O,15,laptop,amod,_,,O
laptop,O,9,used,obl,_,,O
but,O,20,satisfied,cc,_,,O
I,O,20,satisfied,nsubj,_,,O
am,O,20,satisfied,cop,_,,O
very,O,20,satisfied,advmod,_,,O
satisfied,B-OP,9~7,used~purchase,conj~xcomp,_,,OT-W\O-Path
.,O,5,decision,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
In,O,1,desparation,case,_,,O
desparation,O,4,called,obl,_,des ##para ##tion,O
",",O,4,called,punct,_,,O
I,O,4~11,called~told,nsubj~nsubj,_,,O
called,O,4,called,ROOT,_,,O
their,O,8,number,nmod:poss,_,,O
Customer,B-ASP,7,Service,compound,_,,AT-W\O-Path
Service,I-ASP,8,number,compound,_,,AT-W\O-Path
number,I-ASP,4,called,obj,_,,AT-W\O-Path
and,O,11,told,cc,_,,O
was,O,11,told,aux:pass,_,,O
told,O,4,called,conj,_,,O
that,O,16,expired,mark,_,,O
my,O,14,warranty,nmod:poss,_,,O
warranty,B-ASP,16,expired,nsubj,_,warrant ##y,AT-W\O-Path
had,O,16,expired,aux,_,,O
expired,O,11,told,ccomp,_,,O
(,O,20,old,punct,_,,O
2,O,19,days,nummod,_,,O
days,O,20,old,obl:npmod,_,,O
old,O,16,expired,xcomp,_,,O
),O,20,old,punct,_,,O
and,O,32,cost,cc,_,,O
that,O,32,cost,mark,_,,O
the,O,25,priviledge,det,_,,O
priviledge,O,32,cost,nsubj,_,pri ##vil ##edge,O
of,O,27,talking,mark,_,,O
talking,B-ASP,25,priviledge,acl:of,_,,AT-W\O-Path
to,I-ASP,30,technician,case,_,,AT-W\O-Path
a,I-ASP,30,technician,det,_,,AT-W\O-Path
technician,I-ASP,27,talking,obl,_,,AT-W\O-Path
would,O,32,cost,aux,_,,O
cost,O,20~16,old~expired,conj~xcomp,_,,O
me,O,32,cost,obj,_,,O
(,O,36,have,punct,_,,O
"""",O,36,have,punct,_,,O
have,O,32,cost,ccomp,_,,O
your,O,39,card,nmod:poss,_,,O
credit,O,39,card,compound,_,,O
card,O,36,have,obj,_,,O
ready,O,36,have,xcomp,_,,O
"""",O,36,have,punct,_,,O
),O,36,have,punct,_,,O
.,O,4,called,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Very,O,1,fast,advmod,_,,O
fast,B-OP,1,fast,ROOT,_,,OT-W\O-Path
and,O,3,efficient,cc,_,,O
efficient,B-OP,1,fast,conj,_,,OT-W\O-Path
!,O,1,fast,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,believe,nsubj,_,,O
could,O,3,believe,aux,_,,O
n't,O,3,believe,advmod,_,n ' t,O
believe,O,3,believe,ROOT,_,,O
how,O,5,long,advmod,_,,O
long,B-OP,8,lasted,advmod,_,,"7###[""OT"", ""advmod^-1"", ""*"", ""nsubj"", ""ASP""]"
the,O,7,battery,det,_,,O
battery,B-ASP,8,lasted,nsubj,_,,AT-Head
lasted,O,3,believe,ccomp,_,,O
on,O,12,charge,case,_,,O
a,O,12,charge,det,_,,O
single,O,12,charge,amod,_,,O
charge,B-ASP,8,lasted,obl,_,,AT-W\O-Path
.,O,3,believe,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1~3,had~adjust,nsubj~nsubj:xcomp(INF),_,,O
had,O,1,had,ROOT,_,,O
to,O,3,adjust,mark,_,,O
adjust,O,1,had,xcomp,_,,O
my,O,6,sensitivity,nmod:poss,_,,O
mousepad,B-ASP,6,sensitivity,compound,_,mouse ##pad,AT-W\O-Path
sensitivity,I-ASP,3,adjust,obj,_,,AT-W\O-Path
",",O,1,had,punct,_,,O
because,O,12,sensitive,mark,_,,O
it,O,12,sensitive,nsubj,_,,O
is,O,12,sensitive,cop,_,,O
very,O,12,sensitive,advmod,_,,O
sensitive,B-OP,1,had,advcl:because,_,,OT-W\O-Path
.,O,1,had,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
tosiba,O,1,has,nsubj,_,to ##si ##ba,O
has,O,1,has,ROOT,_,,O
a,O,4,reputation,det,_,,O
good,B-OP,4,reputation,amod,_,,OT-W\O-Path
reputation,O,1,has,obj,_,,O
",",O,1,has,punct,_,,O
my,O,8,computer,nmod:poss,_,,O
llast,O,8,computer,amod,_,ll ##ast,O
computer,O,11,acer,nsubj,_,,O
was,O,11,acer,cop,_,,O
an,O,11,acer,det,_,,O
acer,O,1,has,parataxis,_,ace ##r,O
.,O,1,has,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3~5,begin~say,nsubj~nsubj:xcomp(INF),_,,O
ca,O,3,begin,aux,_,,O
n't,O,3,begin,advmod,_,n ' t,O
begin,O,3,begin,ROOT,_,,O
to,O,5,say,mark,_,,O
say,O,3,begin,xcomp,_,,O
how,O,7,disappointed,advmod,_,,O
disappointed,B-OP,5,say,ccomp,_,,OT-W\O-Path
I,O,7,disappointed,nsubj,_,,O
am,O,7,disappointed,cop,_,,O
.,O,3,begin,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Screen,B-ASP,1,size,amod,_,,AT-Secondary
size,I-ASP,3,perfect,nsubj,_,,AT-Head
is,O,3,perfect,cop,_,,O
perfect,B-OP,3,perfect,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
for,O,6,use,case,_,,O
portable,O,6,use,amod,_,,O
use,O,3,perfect,obl,_,,O
in,O,9,environment,case,_,,O
any,O,9,environment,det,_,,O
environment,O,6,use,nmod:in,_,,O
.,O,3,perfect,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Additionally,O,3,is,advmod,_,,O
",",O,3,is,punct,_,,O
there,O,3,is,expl,_,,O
is,O,3,is,ROOT,_,,O
barely,B-OP,3,is,advmod,_,,"7###[""OT"", ""advmod^-1"", ""*"", ""nsubj"", ""ASP""]"
a,O,7,system,det,_,,O
ventilation,B-ASP,7,system,compound,_,,AT-Secondary
system,I-ASP,3,is,nsubj,_,,AT-Head
in,O,10,computer,case,_,,O
the,O,10,computer,det,_,,O
computer,O,7,system,nmod:in,_,,O
",",O,16,activity,punct,_,,O
and,O,16,activity,cc,_,,O
even,O,16,activity,advmod,_,,O
the,O,16,activity,det,_,,O
simple,O,16,activity,amod,_,,O
activity,O,7~3,system~is,conj~nsubj,_,,O
of,O,18,watching,mark,_,,O
watching,B-ASP,16,activity,acl:of,_,,AT-W\O-Path
videos,I-ASP,18,watching,obj,_,,AT-W\O-Path
let,O,21,alone,advmod,_,,O
alone,O,18,watching,advmod,_,,O
playing,B-ASP,18,watching,advcl,_,,AT-Head
steam,I-ASP,24,games,compound,_,,AT-Secondary
games,I-ASP,25,causes,nsubj,_,,AT-Secondary
causes,O,22,playing,ccomp,_,,O
the,O,27,laptop,det,_,,O
laptop,O,25,causes,obj,_,,O
to,O,29,get,mark,_,,O
get,O,32,hot,aux:pass,_,,O
very,O,32,hot,advmod,_,,O
very,O,32,hot,advmod,_,,O
hot,B-OP,25,causes,xcomp,_,,"22###[""OT"", ""xcomp^-1"", ""*"", ""ccomp^-1"", ""ASP""]"
",",O,36,fact,punct,_,,O
and,O,36,fact,cc,_,,O
in,O,36,fact,case,_,,O
fact,O,3~7,is~system,nsubj~conj,_,,O
impossible,B-OP,36,fact,amod,_,,"7###[""OT"", ""amod^-1"", ""*"", ""conj^-1"", ""ASP""]"
to,O,39,keep,mark,_,,O
keep,O,37,impossible,advcl:to,_,,O
on,O,41,lap,case,_,,O
lap,O,39,keep,obl,_,,O
.,O,3,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Apple,O,2,unmatched,nsubj:pass,_,,O
is,O,2,unmatched,aux:pass,_,,O
unmatched,B-OP,2,unmatched,ROOT,_,un ##mat ##ched,"5###[""OT"", ""obl"", ""ASP""]"
in,O,5,quality,case,_,,O
product,B-ASP,5,quality,compound,_,,AT-Secondary
quality,I-ASP,2,unmatched,obl,_,,AT-Head
",",O,7,aesthetics,punct,_,,O
aesthetics,B-ASP,2~5,unmatched~quality,obl~conj,_,,AT-W\O-Path
",",O,9,craftmanship,punct,_,,O
craftmanship,B-ASP,5~2,quality~unmatched,conj~obl,_,craft ##manship,AT-W\O-Path
",",O,13,service,punct,_,,O
and,O,13,service,cc,_,,O
customer,B-ASP,13,service,compound,_,,AT-W\O-Path
service,I-ASP,2~5,unmatched~quality,obl~conj,_,,AT-W\O-Path
.,O,2,unmatched,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,computer,det,_,,O
computer,O,5,cut,nsubj,_,,O
would,O,5,cut,aux,_,,O
not,O,5,cut,advmod,_,,O
ever,O,5,cut,advmod,_,,O
cut,O,5,cut,ROOT,_,,O
back,O,5,cut,advmod,_,,O
on,O,5,cut,advmod,_,,O
.,O,5,cut,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,1,discharges,nsubj,_,,O
discharges,B-ASP,1,discharges,ROOT,_,discharge ##s,AT-Head
too,O,3,quickly,advmod,_,,O
quickly,B-OP,1,discharges,advmod,_,,"1###[""OT"", ""advmod^-1"", ""ASP""]"
.,O,1,discharges,punct,_,,O
_,_,_,_,_,_,_
