TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
It,O,1,is,ACT-arg,PRP,
is,O,1,is,ROOT,VBZ,
extremely,O,3,fast,MANN,RB,
fast,B-OP,4~1,and~is,CONJ.member~PAT-arg,JJ,
and,O,_,_,_,CC,
very,O,6,compact,EXT,RB,
compact,B-OP,1~4,is~and,PAT-arg~CONJ.member,JJ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,am,ACT-arg,PRP,
am,O,1,am,ROOT,VBP,
very,O,3,happy,EXT,RB,
happy,B-OP,1,am,PAT-arg,JJ,
with,O,_,_,_,_,
this,O,6,laptop,RSTR,DT,
laptop,O,3,happy,CAUS,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,
processor,B-ASP,2,went,ACT-arg,NN,
went,O,9~2,and~went,CONJ.member~ROOT,VBD,
on,O,_,_,_,_,
me,O,2,went,DIR3-arg,PRP,
",",O,_,_,_,_,
the,O,_,_,_,_,
fan,B-ASP,8,went,ACT-arg,NN,
went,O,9~8,and~went,CONJ.member~ROOT,VBD,
and,O,_,_,_,CC,
the,O,_,_,_,_,
motherboard,B-ASP,12,went,ACT-arg,NN,mother ##board
went,O,9~12,and~went,CONJ.member~ROOT,VBD,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,
AC,B-ASP,3,port,RSTR,NNP,
power,I-ASP,3,port,RSTR,NN,
port,I-ASP,4,becomes,ACT-arg,NN,
becomes,O,4,becomes,ROOT,VBZ,
loose,B-OP,4,becomes,PAT-arg,JJ,
over,O,_,_,_,_,
time,O,4,becomes,TPAR,NN,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,went,ACT-arg,PRP,
went,O,4~1,and~went,CONJ.member~ROOT,VBD,
with,O,_,_,_,_,
him,O,1,went,ACMP-arg,PRP,
and,O,_,_,_,CC,
we,O,6,picked,ACT-arg,PRP,
picked,O,4~6,and~picked,CONJ.member~ROOT,VBD,
this,O,8,one,RSTR,DT,
one,O,6,picked,PAT-arg,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Despite,O,_,_,_,_,
the,O,_,_,_,_,
inconvenient,B-OP,3,weight,RSTR,JJ,inc ##on ##ven ##ient
weight,B-ASP,6,opted,CNCS,NN,
",",O,_,_,_,_,
I,O,6,opted,ACT-arg,PRP,
opted,O,6,opted,ROOT,VBD,
for,O,_,_,_,_,
the,O,_,_,_,_,
12,B-ASP,10,cell,RSTR,CD,
cell,I-ASP,11,battery,RSTR,NN,
