TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
--,O,_,_,_,_,- -
>,O,_,_,_,_,
too,O,3,difficult,EXT,RB,
difficult,B-OP,3,difficult,ROOT,JJ,
to,O,_,_,_,_,
change,B-ASP,5,change,ROOT,VB,
genre,B-ASP,7~5,/~change,CONJ.member~PAT-arg,NN,
/,O,_,_,_,CC,
album,B-ASP,9~11,/~information,CONJ.member~PAT-arg,NN,
/,O,_,_,_,CC,
track,B-ASP,11~9,information~/,PAT-arg~CONJ.member,NN,
information,I-ASP,5~7,change~/,PAT-arg~CONJ.member,NN,
for,O,_,_,_,_,
large,O,14,number,RSTR,JJ,
number,O,5,change,BEN,NN,
of,O,_,_,_,_,
tracks,O,14,number,MAT,NNS,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,7~2,holding~gotten,ACT-arg~ACT-arg,PRP,
've,O,_,_,_,_,' ve
gotten,O,25~2,but~gotten,ADVS.member~ROOT,VBN,
used,O,2,gotten,PAT-arg,JJ,
to,O,_,_,_,_,
it,O,3,used,PAT-arg,PRP,
(,O,_,_,_,_,
holding,O,2,gotten,COMPL,VBG,
it,O,7,holding,PAT-arg,PRP,
in,O,_,_,_,_,
just,O,13,realation,RHEM,RB,
the,O,_,_,_,_,
right,O,13,realation,RSTR,JJ,
realation,O,7,holding,LOC,NN,real ##ation
to,O,_,_,_,_,
the,O,_,_,_,_,
ear,O,13,realation,PAT-arg,NN,
",",O,_,_,_,_,
ducking,O,7,holding,COMPL,VBG,duck ##ing
into,O,_,_,_,_,
quieter,O,21,places,RSTR,JJR,
places,O,18,ducking,DIR3-arg,NNS,
in,O,_,_,_,_,
bars,O,21,places,LOC,NNS,
),O,_,_,_,_,
but,O,_,_,_,CC,
when,O,_,_,_,_,
others,O,28,borrow,ACT-arg,NNS,
borrow,O,32,shocked,TWHEN,VBP,
it,O,28,borrow,PAT-arg,PRP,
they,O,32,shocked,ACT-arg,PRP,
're,O,_,_,_,_,' re
shocked,O,25~32,but~shocked,ADVS.member~ROOT,VBN,
i,O,35,use,ACT-arg,PRP,
can,O,_,_,_,_,
use,O,32,shocked,PAT-arg,VB,
it,O,35,use,PAT-arg,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
first,O,1,let,TWHEN,RB,
let,O,1,let,ROOT,VB,
me,O,1~3,let~say,ADDR-arg~ACT-arg,PRP,
say,O,1,let,PAT-arg,VB,
that,O,_,_,_,_,
it,O,6,is,ACT-arg,PRP,
is,O,3~15,say~and,EFF-arg~CONJ.member,VBZ,
much,O,8,smaller,EXT,RB,
smaller,O,6,is,PAT-arg,JJR,
than,O,_,_,_,_,
it,O,11,looks,ACT-arg,PRP,
looks,B-ASP,8,smaller,CPR,VBZ,
on,O,_,_,_,_,
the,O,_,_,_,_,
web,O,11,looks,LOC,NN,
and,O,_,_,_,CC,
it,O,18,looks,ACT-arg,PRP,
also,O,6~18,is~looks,CM~CM,RB,
looks,B-ASP,3~15,say~and,EFF-arg~CONJ.member,VBZ,
better,B-OP,18,looks,PAT-arg,JJR,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
any,O,2,problems,RSTR,DT,
possible,O,2,problems,RSTR,JJ,
problems,O,5,weighed,PAT-arg,NNS,
should,O,_,_,_,_,
be,O,_,_,_,_,
weighed,O,5,weighed,ROOT,VBN,
against,O,_,_,_,_,
the,O,_,_,_,_,
bang-for-the-buck,O,9,factor,RSTR,JJ,bang - for - the - buck
factor,O,5,weighed,ADDR-arg,NN,
",",O,_,_,_,_,
along,O,_,_,_,_,
with,O,_,_,_,_,
the,O,_,_,_,_,
fact,O,5,weighed,ACMP,NN,
that,O,_,_,_,_,
companies,O,20,have,ACT-arg,NNS,
like,O,_,_,_,_,
apex,O,16,companies,CPR,NN,
seldom,O,20,have,THO,RB,
have,O,14,fact,RSTR,VBP,
good,O,23,support,RSTR,JJ,
after-sale,O,23,support,TWHEN,JJ,after - sale
support,O,20,have,PAT-arg,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,_,
title,O,2,says,ACT-arg,NN,
says,O,2,says,ROOT,VBZ,
it,O,2,says,EFF-arg,PRP,
all,O,3,it,EXT,DT,
...,O,_,_,_,.,. . .
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,thought,ACT-arg,NN,
thought,O,14~1,but~thought,ADVS.member~ROOT,VBD,
this,O,3,was,ACT-arg,DT,
was,O,1,thought,EFF-arg,VBD,
the,O,_,_,_,_,
ultimate,B-OP,6,phone,RSTR,JJ,
phone,B-ASP,3,was,PAT-arg,NN,
when,O,_,_,_,_,
it,O,9,comes,ACT-arg,PRP,
comes,O,3,was,REG,VBZ,
to,O,_,_,_,_,
basic,B-ASP,12,features,RSTR,JJ,
features,I-ASP,9,comes,PAT-arg,NNS,
",",O,_,_,_,_,
but,O,_,_,_,CC,
i,O,17,dissapointed,PAT-arg,PRP,
was,O,_,_,_,_,
dissapointed,O,14~17,but~dissapointed,ADVS.member~ROOT,VBN,di ##ssa ##point ##ed
when,O,_,_,_,_,
i,O,20,saw,ACT-arg,PRP,
saw,O,17,dissapointed,TWHEN,VBD,
that,O,_,_,_,_,
it,O,23,was,ACT-arg,PRP,
was,O,20,saw,PAT-arg,VBD,
only,O,23,was,RHEM,RB,
a,O,_,_,_,_,
gsm,O,28,phone,RSTR,NN,gs ##m
comaptible,O,28,phone,RSTR,JJ,coma ##pt ##ible
phone,B-ASP,23,was,PAT-arg,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
while,O,_,_,_,_,
i,O,3~5,like~give,ACT-arg~ACT-arg,PRP,
would,O,_,_,_,_,
like,O,14,gave,CONTRD,VB,
to,O,_,_,_,_,
give,O,3,like,PAT-arg,VB,
it,O,5,give,ADDR-arg,PRP,
3.5,O,8,stars,RSTR,CD,3 . 5
stars,O,5,give,PAT-arg,NNS,
instead,O,_,_,_,_,
of,O,_,_,_,_,
4,O,8,stars,SUBS,CD,
",",O,_,_,_,_,
i,O,14,gave,ACT-arg,PRP,
gave,O,14,gave,ROOT,VBD,
it,O,14,gave,ADDR-arg,PRP,
a,O,_,_,_,_,
4,O,14,gave,PAT-arg,CD,
because,O,_,_,_,_,
it,O,21,run,ACT-arg,PRP,
has,O,_,_,_,_,
run,O,14,gave,CAUS,VBN,
well,O,21,run,MANN,RB,
for,O,_,_,_,_,
me,O,21,run,BEN,PRP,
during,O,_,_,_,_,
the,O,_,_,_,_,
time,O,21,run,TPAR,NN,
i,O,30,owned,ACT-arg,PRP,
have,O,_,_,_,_,
owned,O,27,time,RSTR,VBN,
it,O,30,owned,PAT-arg,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
you,O,2,be,ACT-arg,PRP,
will,O,_,_,_,_,
be,O,2,be,ROOT,VB,
sorry,O,2,be,PAT-arg,JJ,
if,O,_,_,_,_,
you,O,2,be,ACT-arg,PRP,
do,O,_,_,_,_,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,_,_,_,_,
only,O,2,took,RHEM,RB,
took,O,2,took,ROOT,VBD,
me,O,2~8,took~transfer,BEN~ACT-arg,PRP,
about,O,5,10,EXT,IN,
10,O,6,seconds,RSTR,CD,
seconds,O,2,took,PAT-arg,NNS,
to,O,_,_,_,_,
transfer,O,2,took,ACT-arg,VB,
a,O,_,_,_,_,
200mb,O,11,file,RSTR,JJ,200 ##mb
file,O,8,transfer,PAT-arg,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,_,
workaround,O,2,is,ACT-arg,NN,work ##around
is,O,14~2,but~is,ADVS.member~ROOT,VBZ,
to,O,_,_,_,_,
update,O,2,is,PAT-arg,VB,
id3,O,6,tags,RSTR,CD,id ##3
tags,O,4,update,PAT-arg,NNS,
on,O,_,_,_,_,
your,O,9,files,APP,PRP$,
files,O,4,update,DIR3,NNS,
(,O,_,_,_,_,
through,O,_,_,_,_,
mediasource,O,4,update,MEANS,NN,media ##so ##ur ##ce
),O,_,_,_,_,
but,O,_,_,_,CC,
it,O,_,_,_,_,
can,O,_,_,_,_,
be,O,14~17,but~be,ADVS.member~ROOT,VB,
a,O,_,_,_,_,
hassle,O,17,be,PAT-arg,NN,has ##sle
if,O,_,_,_,_,
you,O,22,have,ACT-arg,PRP,
have,O,17,be,COND,VBP,
many,O,26,files,RSTR,JJ,
such,O,26,files,RSTR,JJ,
music,O,26,files,PAT-arg,NN,
files,O,22,have,PAT-arg,NNS,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,_,
nomad,O,2,is,ACT-arg,NN,no ##mad
is,O,2,is,ROOT,VBZ,
only,O,5,larger,RHEM,RB,
sligtly,O,5,larger,EXT,RB,sl ##ig ##tly
larger,O,2,is,PAT-arg,JJR,
than,O,_,_,_,_,
an,O,_,_,_,_,
ipod,O,5,larger,CPR,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
in,O,_,_,_,_,
addition,O,5,create,PREC,NN,
",",O,_,_,_,_,
you,O,5,create,ACT-arg,PRP,
can,O,_,_,_,_,
create,O,5,create,ROOT,VB,
play,O,7,lists,RSTR,NN,
lists,O,5,create,PAT-arg,NNS,
where,O,11,create,LOC,WRB,
you,O,11,create,ACT-arg,PRP,
can,O,_,_,_,_,
create,O,7,lists,RSTR,VB,
the,O,_,_,_,_,
equivalent,O,11,create,PAT-arg,NN,
to,O,_,_,_,_,
a,O,_,_,_,_,
compilation,O,17,cd,RSTR,NN,
cd,O,13,equivalent,PAT-arg,NN,
right,O,17,cd,MANN,RB,
on,O,_,_,_,_,
your,O,21,player,APP,PRP$,
player,O,17,cd,LOC,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,12~2,wondering~like,ACT-arg~ACT-arg,PRP,
would,O,_,_,_,_,
