TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
i,O,1,am,nsubj,PRP,
am,O,1,am,ROOT,VBP,
a,O,4,user,det,DT,
business,O,4,user,compound,NN,
user,O,1,am,attr,NN,
who,O,7,depend,nsubj,WP,
heavily,O,7,depend,advmod,RB,
depend,O,4,user,relcl,VBP,
on,O,7,depend,prep,IN,
mobile,O,10,service,amod,JJ,
service,O,8,on,pobj,NN,
.,O,1,am,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
there,O,1,is,expl,EX,
is,O,1,is,ROOT,VBZ,
much,O,1,is,attr,JJ,
which,O,6,said,nsubjpass,WDT,
has,O,6,said,aux,VBZ,
been,O,6,said,auxpass,VBN,
said,O,2,much,relcl,VBN,
in,O,6,said,prep,IN,
other,O,9,reviews,amod,JJ,
reviews,O,7,in,pobj,NNS,
about,O,9,reviews,prep,IN,
the,O,12,features,det,DT,
features,O,10,about,pobj,NNS,
of,O,12,features,prep,IN,
this,O,15,phone,det,DT,
phone,B-ASP,13,of,pobj,NN,
",",O,18,is,punct,",",
it,O,18,is,nsubj,PRP,
is,O,24,worked,ccomp,VBZ,
a,O,21,phone,det,DT,
great,B-OP,21,phone,amod,JJ,
phone,B-ASP,18,is,attr,NN,
",",O,24,worked,punct,",",
mine,O,24,worked,nsubj,PRP,
worked,O,1,is,conj,VBD,
without,O,24,worked,prep,IN,
any,O,27,problems,det,DT,
problems,O,25,without,pobj,NNS,
right,O,29,out,advmod,RB,
out,O,24,worked,prep,IN,
of,O,29,out,prep,IN,
the,O,32,box,det,DT,
box,O,30,of,pobj,NN,
.,O,24,worked,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
just,O,2,check,advmod,RB,
double,O,2,check,amod,JJ,
check,O,2,check,ROOT,NN,
with,O,2,check,prep,IN,
customer,O,5,service,compound,NN,
service,O,3,with,pobj,NN,
to,O,7,ensure,aux,TO,
ensure,O,2,check,advcl,VB,
the,O,9,number,det,DT,
number,O,13,is,nsubj,NN,
provided,O,9,number,acl,VBN,
by,O,10,provided,agent,IN,
amazon,O,11,by,pobj,NNP,
is,O,7,ensure,ccomp,VBZ,
for,O,13,is,prep,IN,
the,O,18,exchange,det,DT,
city,O,18,exchange,nmod,NN,
/,O,18,exchange,punct,SYM,
exchange,O,14,for,pobj,NN,
you,O,20,wanted,nsubj,PRP,
wanted,O,18,exchange,relcl,VBD,
.,O,2,check,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
after,O,13,am,prep,IN,
several,O,2,years,amod,JJ,
years,O,0,after,pobj,NNS,
of,O,2,years,prep,IN,
torture,O,3,of,pobj,NN,
in,O,2,years,prep,IN,
the,O,7,hands,det,DT,
hands,O,5,in,pobj,NNS,
of,O,7,hands,prep,IN,
at&t,B-ASP,11,service,compound,NNP,at & t
customer,I-ASP,11,service,compound,NN,
service,I-ASP,8,of,pobj,NN,
i,O,13,am,nsubj,PRP,
am,O,13,am,ROOT,VBP,
delighted,B-OP,13,am,acomp,JJ,
to,O,16,drop,aux,TO,
drop,O,14,delighted,xcomp,VB,
them,O,16,drop,dobj,PRP,
",",O,13,am,punct,",",
and,O,13,am,cc,CC,
look,O,13,am,conj,VB,
forward,O,20,look,advmod,RB,
to,O,21,forward,prep,IN,
august,O,22,to,pobj,NNP,
2004,O,23,august,nummod,CD,
when,O,28,convert,advmod,WRB,
i,O,28,convert,nsubj,PRP,
will,O,28,convert,aux,MD,
convert,O,20,look,advcl,VB,
our,O,32,family-phones,poss,PRP$,
other,O,32,family-phones,amod,JJ,
3,O,32,family-phones,nummod,CD,
family-phones,O,28,convert,dobj,NNS,family - phones
from,O,32,family-phones,prep,IN,
at&t,O,33,from,pobj,NNP,at & t
to,O,28,convert,prep,IN,
t-mobile,O,35,to,pobj,NNP,t - mobile
!,O,13,am,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,had,nsubj,PRP,
have,O,2,had,aux,VBP,
had,O,13,been,ccomp,VBN,
the,O,4,phone,det,DT,
phone,O,2,had,dobj,NN,
for,O,2,had,prep,IN,
