TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
i,O,1,got,nsubj,_,,O
got,O,1,got,ROOT,_,,O
one,O,1,got,dobj,_,,O
of,O,2,one,prep,_,,O
these,O,3,of,pobj,_,,O
to,O,6,serve,aux,_,,O
serve,O,2,one,relcl,_,,O
as,O,6,serve,prep,_,,O
a,O,11,player,det,_,,O
second,O,11,player,amod,_,,O
dvd,O,11,player,compound,_,,O
player,O,7,as,pobj,_,,O
in,O,11,player,prep,_,,O
my,O,14,house,poss,_,,O
house,O,12,in,pobj,_,,O
.,O,1,got,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
apex,O,4,responded,nsubj,_,,O
has,O,4,responded,aux,_,,O
still,O,4,responded,advmod,_,,O
not,O,4,responded,neg,_,,O
responded,O,4,responded,ROOT,_,,O
to,O,4,responded,prep,_,,O
my,O,7,email,poss,_,,O
email,O,5,to,pobj,_,,O
describing,O,7,email,acl,_,,O
the,O,10,problem,det,_,,O
problem,O,8,describing,dobj,_,,O
after,O,8,describing,prep,_,,O
almost,O,13,a,advmod,_,,O
a,O,14,week,nummod,_,,O
week,O,11,after,pobj,_,,O
and,O,4,responded,cc,_,,O
their,O,19,line,poss,_,,O
customer,B-ASP,18,service,compound,_,,AT-Secondary
service,I-ASP,19,line,compound,_,,AT-Secondary
line,I-ASP,20,is,nsubj,_,,AT-Head
is,O,4,responded,conj,_,,O
always,O,20,is,advmod,_,,O
busy,B-OP,20,is,acomp,_,,"19###[""OT"", ""acomp^-1"", ""*"", ""nsubj"", ""ASP""]"
.,O,20,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
to,O,1,keep,aux,_,,O
keep,O,6,is,advcl,_,,O
it,O,1,keep,dobj,_,,O
short,O,1,keep,oprd,_,,O
",",O,6,is,punct,_,,O
this,O,6,is,nsubj,_,,O
is,O,6,is,ROOT,_,,O
cheaper,O,6,is,acomp,_,,O
",",O,6,is,punct,_,,O
and,O,6,is,cc,_,,O
in,O,15,choice,prep,_,,O
my,O,12,opinion,poss,_,,O
opinion,O,10,in,pobj,_,,O
a,O,15,choice,det,_,,O
better,O,15,choice,amod,_,,O
choice,O,6,is,conj,_,,O
than,O,15,choice,prep,_,,O
an,O,18,ipod,det,_,,O
ipod,O,16,than,pobj,_,,O
.,O,15,choice,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,longest,det,_,,O
longest,O,8,was,nsubj,_,,O
that,O,6,charged,mark,_,,O
i,O,6,charged,nsubj,_,,O
have,O,6,charged,aux,_,,O
n't,O,6,charged,neg,_,n ' t,O
charged,O,1,longest,relcl,_,,O
it,O,8,was,nsubj,_,,O
was,O,8,was,ROOT,_,,O
maybe,O,8,was,advmod,_,,O
3,O,11,days,nummod,_,,O
days,O,8,was,attr,_,,O
and,O,8,was,cc,_,,O
that,O,15,turning,nsubj,_,,O
's,O,15,turning,aux,_,' s,O
turning,O,8,was,conj,_,,O
it,O,15,turning,dobj,_,,O
off,O,15,turning,prt,_,,O
every,O,19,now,advmod,_,,O
now,O,15,turning,advmod,_,,O
and,O,19,now,cc,_,,O
then,O,19,now,conj,_,,O
.,O,15,turning,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
at,O,5,decided,prep,_,,O
this,O,2,time,det,_,,O
time,O,0,at,pobj,_,,O
",",O,5,decided,punct,_,,O
i,O,5,decided,nsubj,_,,O
decided,O,5,decided,ROOT,_,,O
to,O,7,turn,aux,_,,O
turn,O,5,decided,xcomp,_,,O
the,O,9,player,det,_,,O
player,O,7,turn,dobj,_,,O
on,O,7,turn,prt,_,,O
",",O,7,turn,punct,_,,O
and,O,7,turn,cc,_,,O
much,O,18,comes,advmod,_,,O
to,O,18,comes,prep,_,,O
my,O,16,surprise,poss,_,,O
surprise,O,14,to,pobj,_,,O
it,O,18,comes,nsubj,_,,O
comes,O,7,turn,conj,_,,O
with,O,18,comes,prep,_,,O
quite,O,23,library,predet,_,,O
the,O,23,library,det,_,,O
little,O,23,library,amod,_,,O
library,O,19,with,pobj,_,,O
of,O,23,library,prep,_,,O
classical,O,26,music,amod,_,,O
music,O,24,of,pobj,_,,O
",",O,23,library,punct,_,,O
one,O,31,is,nsubj,_,,O
of,O,28,one,prep,_,,O
which,O,29,of,pobj,_,,O
is,O,23,library,relcl,_,,O
a,O,34,favorite,det,_,,O
childhood,O,34,favorite,compound,_,,O
favorite,O,31,is,attr,_,,O
",",O,34,favorite,punct,_,,O
bach,O,38,air,poss,_,,O
's,O,36,bach,case,_,' s,O
air,O,34,favorite,appos,_,,O
.,O,5,decided,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,pictures,det,_,,O
pictures,B-ASP,2,are,nsubj,_,,AT-Head
are,O,2,are,ROOT,_,,O
razor-sharp,B-OP,2,are,acomp,_,razor - sharp,"1###[""OT"", ""acomp^-1"", ""*"", ""nsubj"", ""ASP""]"
",",O,2,are,punct,_,,O
even,O,6,in,advmod,_,,O
in,O,2,are,prep,_,,O
macro,B-ASP,6,in,pobj,_,,AT-W\O-Path
.,O,2,are,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,door,det,_,,O
door,B-ASP,4,close,nsubj,_,,AT-W\O-Path
would,O,4,close,aux,_,,O
not,O,4,close,neg,_,,O
close,O,4,close,ROOT,_,,O
.,O,4,close,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
since,O,2,received,mark,_,,O
i,O,2,received,nsubj,_,,O
received,O,7,spent,advcl,_,,O
the,O,4,phone,det,_,,O
phone,O,2,received,dobj,_,,O
",",O,7,spent,punct,_,,O
i,O,7,spent,nsubj,_,,O
spent,O,7,spent,ROOT,_,,O
countless,O,9,hours,amod,_,,O
hours,O,7,spent,dobj,_,,O
on,O,7,spent,prep,_,,O
the,O,12,phone,det,_,,O
phone,O,10,on,pobj,_,,O
with,O,7,spent,prep,_,,O
customer,B-ASP,15,service,compound,_,,AT-W\O-Path
service,I-ASP,16,reps,compound,_,,AT-W\O-Path
reps,I-ASP,13,with,pobj,_,rep ##s,AT-W\O-Path
who,O,18,promised,nsubj,_,,O
promised,O,16,reps,relcl,_,,O
t-zones,O,18,promised,dobj,_,t - zones,O
would,O,21,work,aux,_,,O
work,O,7,spent,conj,_,,O
"""",O,21,work,punct,_,,O
in,O,21,work,prep,_,,O
24,O,25,hours,nummod,_,,O
hours,O,23,in,pobj,_,,O
"""",O,21,work,punct,_,,O
.,O,7,spent,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,battery,det,_,,O
battery,B-ASP,2,lasts,nsubj,_,,AT-Head
lasts,O,22,need,ccomp,_,,O
very,O,4,long,advmod,_,,O
long,B-OP,2,lasts,advmod,_,,"1###[""OT"", ""advmod^-1"", ""*"", ""nsubj"", ""ASP""]"
