TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
I,O,2,told,nsubjpass,PRP,
'm,O,2,told,auxpass,VBP,' m
told,O,2,told,ROOT,VBN,
that,O,5,is,mark,IN,
it,O,5,is,nsubj,PRP,
is,O,2,told,ccomp,VBZ,
open,O,5,is,acomp,JJ,
24hrs,O,5,is,attr,NN,24 ##hr ##s
which,O,9,is,nsubj,WDT,
is,O,5,is,ccomp,VBZ,
good,B-OP,9,is,acomp,JJ,
.,O,2,told,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,food,det,DT,
food,B-ASP,2,is,nsubj,NN,
is,O,2,is,ROOT,VBZ,
outstanding,B-OP,2,is,acomp,JJ,
and,O,2,is,cc,CC,
the,O,6,service,det,DT,
service,B-ASP,7,is,nsubj,NN,
is,O,2,is,conj,VBZ,
quick,B-OP,7,is,acomp,JJ,
",",O,8,quick,punct,",",
friendly,B-OP,8,quick,conj,JJ,
and,O,10,friendly,cc,CC,
very,O,13,professional,advmod,RB,
professional,B-OP,10,friendly,conj,JJ,
.,O,7,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Their,O,1,eggplant,poss,PRP$,
eggplant,B-ASP,2,is,nsubj,NN,egg ##pl ##ant
is,O,2,is,ROOT,VBZ,
so,O,4,delicate,advmod,RB,
delicate,B-OP,7,tender,amod,JJ,
",",O,7,tender,punct,",",
sweet,B-OP,7,tender,amod,JJ,
tender,O,2,is,attr,NN,
!,O,2,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Mistakes,O,1,happen,nsubj,NNS,
happen,O,1,happen,ROOT,VBP,
",",O,1,happen,punct,",",
but,O,1,happen,cc,CC,
they,O,7,accompanied,nsubjpass,PRP,
are,O,7,accompanied,auxpass,VBP,
usually,O,7,accompanied,advmod,RB,
accompanied,O,1,happen,conj,VBN,
by,O,7,accompanied,agent,IN,
an,O,10,apology,det,DT,
apology,O,8,by,pobj,NN,
",",O,10,apology,punct,",",
perhaps,O,15,glass,advmod,RB,
even,O,15,glass,advmod,RB,
a,O,15,glass,det,DT,
glass,O,10,apology,appos,NN,
of,O,15,glass,prep,IN,
wine,O,16,of,pobj,NN,
...,O,15,glass,punct,:,. . .
but,O,15,glass,cc,CC,
not,O,22,grunt,neg,RB,
the,O,22,grunt,det,DT,
grunt,O,15,glass,conj,NN,
that,O,25,received,dobj,WDT,
we,O,25,received,nsubj,PRP,
received,O,22,grunt,relcl,VBD,
from,O,25,received,prep,IN,
the,O,31,staff,det,DT,
Al,O,30,La,compound,NNP,
Di,O,30,La,compound,NNP,
La,O,31,staff,compound,NNP,
staff,B-ASP,26,from,pobj,NN,
.,O,7,accompanied,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,atmosphere,det,DT,
atmosphere,B-ASP,2,is,nsubj,NN,
is,O,2,is,ROOT,VBZ,
n't,O,2,is,neg,RB,n ' t
the,O,5,greatest,det,DT,
greatest,B-OP,2,is,attr,JJS,
",",O,2,is,punct,",",
but,O,2,is,cc,CC,
I,O,9,suppose,nsubj,PRP,
suppose,O,2,is,conj,VBP,
that,O,11,'s,nsubj,DT,
's,O,9,suppose,ccomp,VBZ,' s
how,O,14,keep,advmod,WRB,
they,O,14,keep,nsubj,PRP,
keep,O,11,'s,ccomp,VBP,
the,O,16,prices,det,DT,
prices,B-ASP,14,keep,dobj,NNS,
down,B-OP,14,keep,prt,RP,
.,O,9,suppose,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Our,O,2,meal,poss,PRP$,
favorite,B-OP,2,meal,amod,JJ,
meal,O,3,is,nsubj,NN,
is,O,3,is,ROOT,VBZ,
a,O,6,pizza,det,DT,
pesto,B-ASP,6,pizza,compound,NN,pest ##o
pizza,I-ASP,3,is,attr,NN,
",",O,6,pizza,punct,",",
the,O,10,salad,det,DT,
house,B-ASP,10,salad,compound,NN,
salad,I-ASP,6,pizza,conj,NN,
",",O,10,salad,punct,",",
and,O,10,salad,cc,CC,
a,O,15,bottle,det,DT,
good,B-OP,15,bottle,amod,JJ,
bottle,B-ASP,10,salad,conj,NN,
of,I-ASP,15,bottle,prep,IN,
wine,I-ASP,16,of,pobj,NN,
.,O,3,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,gave,nsubj,PRP,
actually,O,2,gave,advmod,RB,
gave,O,2,gave,ROOT,VBD,
Patroon,O,2,gave,dative,NNP,pat ##ro ##on
another,O,5,chance,det,DT,
chance,O,2,gave,dobj,NN,
before,O,2,gave,prep,IN,
writing,O,6,before,pcomp,VBG,
this,O,7,writing,dobj,DT,
",",O,2,gave,punct,",",
but,O,2,gave,cc,CC,
the,O,13,visit,det,DT,
second,O,13,visit,amod,JJ,
visit,O,14,was,nsubj,NN,
was,O,2,gave,conj,VBD,
even,O,16,worse,advmod,RB,
worse,B-OP,14,was,acomp,JJR,
.,O,14,was,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Sandwiches,B-ASP,11,are,nsubj,NNS,
",",O,0,Sandwiches,punct,",",
burgers,B-ASP,0,Sandwiches,conj,NNS,burger ##s
and,O,2,burgers,cc,CC,
salads,B-ASP,2,burgers,conj,NNS,salad ##s
",",O,0,Sandwiches,punct,",",
like,O,0,Sandwiches,prep,IN,
the,O,9,cobb,det,DT,
lemon-dressed,B-ASP,9,cobb,amod,JJ,lemon - dressed
cobb,I-ASP,6,like,pobj,NNP,
",",O,11,are,punct,",",
are,O,11,are,ROOT,VBP,
classic,B-OP,13,successes,amod,JJ,
successes,I-OP,11,are,attr,NNS,
.,O,11,are,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
You,O,3,say,nsubj,PRP,
ca,O,3,say,aux,MD,
n't,O,3,say,neg,RB,n ' t
say,O,3,say,ROOT,VB,
its,O,5,cheap,poss,PRP$,
cheap,O,3,say,dobj,JJ,
because,O,8,is,mark,IN,
food,O,8,is,nsubj,NN,
is,O,3,say,advcl,VBZ,
cheaper,O,8,is,acomp,JJR,
in,O,8,is,prep,IN,
Chinatown,O,10,in,pobj,NNP,
.,O,3,say,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
While,O,6,is,mark,IN,
the,O,5,range,det,DT,
$,O,3,20,nmod,$,
20,O,5,range,nummod,CD,
entree,O,5,range,compound,JJ,en ##tree
range,O,6,is,nsubj,NN,
is,O,17,is,advcl,VBZ,
not,O,6,is,neg,RB,
overly,B-OP,9,expensive,advmod,RB,
expensive,I-OP,6,is,acomp,JJ,
",",O,6,is,punct,",",
in,O,6,is,prep,IN,
New,O,13,York,compound,NNP,
York,O,14,City,compound,NNP,
City,O,11,in,pobj,NNP,
",",O,17,is,punct,",",
there,O,17,is,expl,EX,
is,O,17,is,ROOT,VBZ,
definitely,O,17,is,advmod,RB,
better,B-OP,20,food,amod,JJR,
food,B-ASP,17,is,attr,NN,
in,O,20,food,prep,IN,
that,O,23,range,det,DT,
range,O,21,in,pobj,NN,
",",O,20,food,punct,",",
and,O,20,food,cc,CC,
so,O,27,Sapphire,advmod,RB,
Sapphire,O,31,'s,dep,NNP,
",",O,31,'s,punct,",",
despite,O,31,'s,mark,IN,
it,O,31,'s,nsubj,PRP,
's,O,39,be,ccomp,VBZ,' s
lovely,B-OP,33,atmosphere,amod,JJ,
atmosphere,B-ASP,31,'s,attr,NN,
",",O,39,be,punct,",",
will,O,39,be,aux,MD,
most,O,37,likely,advmod,RBS,
likely,O,39,be,advmod,RB,
not,O,39,be,neg,RB,
be,O,39,be,ROOT,VB,
a,O,41,restaurant,det,DT,
restaurant,O,39,be,attr,NN,
to,O,46,return,prep,TO,
which,O,42,to,pobj,WDT,
I,O,46,return,nsubj,PRP,
will,O,46,return,aux,MD,
return,O,41,restaurant,relcl,VB,
.,O,39,be,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
A,O,2,choice,det,DT,
great,B-OP,2,choice,amod,JJ,
choice,O,2,choice,ROOT,NN,
at,O,2,choice,prep,IN,
any,O,5,cost,det,DT,
cost,B-ASP,3,at,pobj,NN,
and,O,2,choice,cc,CC,
a,O,9,deal,det,DT,
great,B-OP,9,deal,amod,JJ,
deal,O,2,choice,conj,NN,
.,O,2,choice,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,2,staff,det,DT,
wait,B-ASP,2,staff,compound,NN,
staff,I-ASP,3,is,nsubj,NN,
is,O,3,is,ROOT,VBZ,
very,O,5,courteous,advmod,RB,
courteous,B-OP,3,is,acomp,JJ,court ##eous
and,O,5,courteous,cc,CC,
accomodating,B-OP,5,courteous,conj,JJ,acc ##omo ##dating
.,O,3,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,food,det,DT,
food,B-ASP,2,is,nsubj,NN,
is,O,2,is,ROOT,VBZ,
above,B-OP,2,is,prep,IN,
average,I-OP,3,above,amod,NN,
for,O,4,average,prep,IN,
midtown,O,5,for,pobj,NN,
and,O,3,above,cc,CC,
sligtly,O,9,better,advmod,RB,sl ##ig ##tly
better,B-OP,3,above,conj,JJR,
than,O,9,better,prep,IN,
some,O,10,than,pobj,DT,
of,O,11,some,prep,IN,
the,O,16,Breweries,det,DT,
other,O,16,Breweries,amod,JJ,
Heartland,O,16,Breweries,compound,NNP,
Breweries,O,12,of,pobj,NNPS,brewer ##ies
in,O,16,Breweries,prep,IN,
the,O,19,city,det,DT,
city,O,17,in,pobj,NN,
.,O,2,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
When,O,2,want,advmod,WRB,
you,O,2,want,nsubj,PRP,
want,O,8,head,advcl,VBP,
a,O,4,piece,det,DT,
piece,O,2,want,dobj,NN,
of,O,4,piece,prep,IN,
beef,B-ASP,5,of,pobj,NN,
",",O,2,want,punct,",",
head,O,8,head,ROOT,NN,
on,O,8,head,prt,RB,
over,O,8,head,advmod,RB,
.,O,8,head,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,wish,nsubj,PRP,
wish,O,11,go,ccomp,VBP,
they,O,3,had,nsubj,PRP,
had,O,1,wish,ccomp,VBD,
one,O,3,had,dobj,CD,
near,O,4,one,prep,IN,
my,O,7,office,poss,PRP$,
office,O,5,near,pobj,NN,
-,O,11,go,punct,:,
I,O,11,go,nsubj,PRP,
would,O,11,go,aux,MD,
go,O,11,go,ROOT,VB,
everyday,O,11,go,advmod,RB,
.,O,11,go,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
But,O,4,have,cc,CC,
they,O,4,have,nsubj,PRP,
do,O,4,have,aux,VBP,
n't,O,4,have,neg,RB,n ' t
have,O,4,have,ROOT,VB,
a,O,6,toaster,det,DT,
toaster,B-ASP,4,have,dobj,NN,toast ##er
",",O,6,toaster,punct,",",
which,O,9,is,nsubj,WDT,
is,O,6,toaster,relcl,VBZ,
strange,B-OP,9,is,acomp,JJ,
.,O,4,have,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,had,nsubj,PRP,
had,O,18,tried,ccomp,VBD,
their,O,3,eggs,poss,PRP$,
eggs,B-ASP,1,had,dobj,NNS,
benedict,I-ASP,3,eggs,appos,NNP,
for,O,1,had,prep,IN,
brunch,O,5,for,pobj,NNP,br ##un ##ch
",",O,1,had,punct,",",
which,O,9,were,nsubj,WDT,
were,O,1,had,advcl,VBD,
the,O,11,worst,det,DT,
worst,B-OP,9,were,attr,JJS,
in,O,9,were,prep,IN,
my,O,15,life,poss,PRP$,
entire,O,15,life,amod,JJ,
life,O,12,in,pobj,NN,
",",O,18,tried,punct,",",
I,O,18,tried,nsubj,PRP,
tried,O,18,tried,ROOT,VBD,
removing,O,18,tried,xcomp,VBG,
the,O,22,sauce,det,DT,
hollondaise,O,22,sauce,compound,NN,ho ##llon ##dai ##se
sauce,O,19,removing,dobj,NN,
completely,O,19,removing,advmod,RB,
that,O,25,was,nsubj,DT,
was,O,25,was,ROOT,VBD,
how,O,27,failed,advmod,WRB,
failed,O,29,was,acomp,VBN,
it,O,29,was,nsubj,PRP,
was,O,25,was,ccomp,VBD,
.,O,25,was,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,went,nsubj,PRP,
recently,O,2,went,advmod,RB,
went,O,2,went,ROOT,VBD,
to,O,2,went,prep,IN,
this,O,5,restaurant,det,DT,
restaurant,O,3,to,pobj,NN,
with,O,2,went,prep,IN,
some,O,8,co-workers,det,DT,
co-workers,O,6,with,pobj,NNS,co - workers
for,O,8,co-workers,prep,IN,
lunch,B-ASP,9,for,pobj,NN,
and,O,2,went,cc,CC,
had,O,2,went,conj,VBD,
an,O,15,time,det,DT,
amazing,B-OP,15,time,amod,JJ,
time,O,12,had,dobj,NN,
.,O,2,went,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,wait,nsubj,PRP,
ca,O,3,wait,aux,MD,
n't,O,3,wait,neg,RB,n ' t
wait,O,3,wait,ROOT,VB,
for,O,3,wait,prep,IN,
summer,O,4,for,pobj,NN,
",",O,3,wait,punct,",",
when,O,9,serve,advmod,WRB,
they,O,9,serve,nsubj,PRP,
serve,O,3,wait,advcl,VBP,
outside,O,9,serve,advmod,RB,
on,O,9,serve,prep,IN,
their,O,14,patio,poss,PRP$,
gigantic,B-OP,14,patio,amod,JJ,
patio,B-ASP,11,on,pobj,NN,
.,O,3,wait,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,read,nsubj,PRP,
read,O,1,read,ROOT,VBD,
about,O,1,read,prep,IN,
this,O,4,place,det,DT,
place,O,2,about,pobj,NN,
in,O,4,place,prep,IN,
Time,O,7,Out,compound,NNP,
Out,O,5,in,pobj,NNP,
magazine,O,5,in,pobj,NN,
.,O,1,read,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,service,det,DT,
service,B-ASP,2,is,nsubj,NN,
is,O,11,get,ccomp,VBZ,
ok,B-OP,2,is,acomp,JJ,
",",O,11,get,punct,",",
some,O,11,get,nsubj,DT,
of,O,5,some,prep,IN,
the,O,8,people,det,DT,
people,O,6,of,pobj,NNS,
did,O,11,get,aux,VBD,
n't,O,11,get,neg,RB,n ' t
get,O,11,get,ROOT,VB,
what,O,15,for,pobj,WP,
they,O,14,asked,nsubj,PRP,
asked,O,11,get,ccomp,VBD,
for,O,14,asked,prep,IN,
.,O,11,get,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,Deco,det,DT,
Deco,B-ASP,4,was,nsubj,NNP,
and,O,1,Deco,cc,CC,
ambiance,B-ASP,1,Deco,conj,NN,am ##bian ##ce
was,O,4,was,ROOT,VBD,
really,O,6,romantic,advmod,RB,
romantic,B-OP,4,was,acomp,JJ,
.,O,4,was,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Wonderful,B-OP,2,daiquiries,amod,JJ,
strawberry,B-ASP,2,daiquiries,compound,JJ,
daiquiries,I-ASP,2,daiquiries,ROOT,NNS,dai ##qui ##ries
as,O,4,well,advmod,RB,
well,O,2,daiquiries,advmod,RB,
!,O,2,daiquiries,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
If,O,4,mind,mark,IN,
you,O,4,mind,nsubj,PRP,
do,O,4,mind,aux,VBP,
n't,O,4,mind,neg,RB,n ' t
mind,O,24,is,advcl,VB,
pre-sliced,O,8,fish,amod,JJ,pre - sliced
low,B-OP,7,quality,amod,JJ,
quality,I-OP,8,fish,compound,NN,
fish,B-ASP,4,mind,dobj,NN,
",",O,8,fish,punct,",",
unfriendly,B-OP,11,staff,amod,JJ,un ##fr ##ien ##dly
staff,B-ASP,8,fish,conj,NN,
and,O,11,staff,cc,CC,
a,O,15,chef,det,DT,
sushi,B-ASP,15,chef,compound,JJ,su ##shi
chef,I-ASP,11,staff,conj,NN,
that,O,17,looks,nsubj,WDT,
looks,O,15,chef,relcl,VBZ,
like,O,20,is,mark,IN,
he,O,20,is,nsubj,PRP,
is,O,17,looks,advcl,VBZ,
miserable,B-OP,20,is,acomp,JJ,
then,O,24,is,advmod,RB,
this,O,24,is,nsubj,DT,
is,O,24,is,ROOT,VBZ,
your,O,26,place,poss,PRP$,
place,O,24,is,attr,NN,
.,O,24,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
You,O,3,eating,nsubj,PRP,
are,O,3,eating,aux,VBP,
not,O,3,eating,neg,RB,
eating,O,3,eating,ROOT,VBG,
haut,O,5,cuisine,compound,FW,ha ##ut
cuisine,O,3,eating,dobj,FW,
with,O,3,eating,prep,IN,
subtle,O,8,hints,amod,JJ,
hints,O,6,with,pobj,NNS,
of,O,8,hints,prep,IN,
whatever,O,9,of,pobj,WDT,
but,O,13,Cassuolet,cc,CC,
:,O,13,Cassuolet,punct,:,
Cassuolet,O,13,Cassuolet,ROOT,NNP,cass ##uo ##let
",",O,13,Cassuolet,punct,",",
Steake,O,16,Fritte,compound,NNP,steak ##e
Fritte,O,13,Cassuolet,conj,NNP,fr ##itte
",",O,16,Fritte,punct,",",
Tripe,O,19,Stew,compound,NN,trip ##e
Stew,O,16,Fritte,conj,NN,
",",O,19,Stew,punct,",",
etc,O,19,Stew,conj,FW,
;,O,13,Cassuolet,punct,",",
simple,O,24,stuff,amod,JJ,
stuff,O,13,Cassuolet,appos,NN,
.,O,13,Cassuolet,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,space,det,DT,
space,B-ASP,3,limited,nsubjpass,NN,
is,O,3,limited,auxpass,VBZ,
limited,B-OP,3,limited,ROOT,VBN,
so,O,3,limited,cc,RB,
be,O,6,prepared,auxpass,VB,
prepared,O,3,limited,conj,JJ,
to,O,8,wait,aux,TO,
wait,O,6,prepared,xcomp,VB,
up,O,11,45,quantmod,IN,
to,O,11,45,quantmod,TO,
45,O,12,minutes,nummod,CD,
minutes,O,8,wait,dobj,NNS,
-,O,14,1,punct,HYPH,
1,O,15,hour,nummod,CD,
hour,O,12,minutes,appos,NN,
",",O,6,prepared,punct,",",
but,O,6,prepared,cc,CC,
be,O,20,rewarded,auxpass,VB,
richly,O,20,rewarded,advmod,RB,
rewarded,O,6,prepared,conj,VBN,
when,O,23,savor,advmod,WRB,
you,O,23,savor,nsubj,PRP,
savor,O,20,rewarded,advcl,VBP,sa ##vor
the,O,27,food,det,DT,
delicious,B-OP,27,food,amod,JJ,
indo-chinese,O,27,food,amod,JJ,indo - chinese
food,O,23,savor,dobj,NN,
.,O,3,limited,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,asked,nsubj,PRP,
asked,O,1,asked,ROOT,VBD,
for,O,1,asked,prep,IN,
a,O,7,steak,det,DT,
simple,O,7,steak,amod,JJ,
medium,O,7,steak,amod,JJ,
rare,O,7,steak,amod,JJ,
steak,B-ASP,2,for,pobj,NN,
.,O,1,asked,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
overall,O,4,restaurant,advmod,RB,
",",O,4,restaurant,punct,",",
a,O,4,restaurant,det,DT,
solid,B-OP,4,restaurant,amod,JJ,
restaurant,O,4,restaurant,ROOT,NN,
and,O,4,restaurant,cc,CC,
at,O,4,restaurant,conj,IN,
less,O,9,$,amod,JJR,
than,O,9,$,quantmod,IN,
$,O,10,40pp,nummod,$,
40pp,O,6,at,pobj,NN,40 ##pp
(,O,10,40pp,punct,-LRB-,
including,O,10,40pp,prep,VBG,
wine,B-ASP,12,including,pobj,NN,
),O,10,40pp,punct,-RRB-,
",",O,4,restaurant,punct,",",
a,O,18,deal,det,DT,
solid,B-OP,18,deal,amod,JJ,
deal,O,4,restaurant,appos,NN,
as,O,20,well,advmod,RB,
well,O,18,deal,advmod,RB,
.,O,4,restaurant,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,doing,nsubj,PRP,
have,O,3,doing,aux,VBP,
been,O,3,doing,aux,VBN,
doing,O,3,doing,ROOT,VBG,
all,O,3,doing,dobj,DT,
of,O,4,all,prep,IN,
the,O,7,above,det,DT,
above,O,5,of,pobj,JJ,
at,O,3,doing,prep,IN,
the,O,11,Brewery,det,DT,
Heartland,O,11,Brewery,compound,NNP,
Brewery,O,8,at,pobj,NNP,
for,O,3,doing,prep,IN,
over,O,14,5,quantmod,IN,
5,O,15,years,nummod,CD,
years,O,12,for,pobj,NNS,
now,O,3,doing,advmod,RB,
and,O,21,BEEN,cc,CC,
I,O,21,BEEN,nsubj,PRP,
HAVE,O,21,BEEN,aux,VBP,
NEVER,O,21,BEEN,neg,RB,
BEEN,O,21,BEEN,ROOT,VBN,
DISAPPOINTED,B-OP,21,BEEN,acomp,JJ,
!,O,21,BEEN,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
P.S.,O,4,tell,intj,UH,p . s .
Please,O,4,tell,intj,UH,
do,O,4,tell,aux,VB,
n't,O,4,tell,neg,RB,n ' t
tell,O,4,tell,ROOT,VB,
anyone,O,4,tell,dobj,NN,
in,O,4,tell,prep,IN,
my,O,8,family,poss,PRP$,
family,O,6,in,pobj,NN,
i,O,10,eat,nsubj,PRP,
eat,O,4,tell,ccomp,VBP,
there,O,10,eat,advmod,RB,
.,O,4,tell,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
THe,O,1,Pizza,det,DT,
