TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
I,O,1,loved,nsubj,_,,O
loved,B-OP,1,loved,ROOT,_,,OT-W\O-Path
it,O,1,loved,dobj,_,,O
then,O,1,loved,advmod,_,,O
",",O,1,loved,punct,_,,O
but,O,1,loved,cc,_,,O
unfortunately,O,8,was,advmod,_,,O
it,O,8,was,nsubj,_,,O
was,O,1,loved,conj,_,,O
before,O,8,was,prep,_,,O
the,O,11,days,det,_,,O
days,O,9,before,pobj,_,,O
of,O,11,days,prep,_,,O
wireless,O,14,internet,amod,_,,O
internet,O,12,of,pobj,_,,O
.,O,8,was,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
while,O,7,hope,mark,_,,O
about,O,2,8,advmod,_,,O
8,O,3,years,nummod,_,,O
years,O,4,ago,npadvmod,_,,O
ago,O,7,hope,advmod,_,,O
",",O,7,hope,punct,_,,O
I,O,7,hope,nsubj,_,,O
hope,O,7,hope,ROOT,_,,O
that,O,12,changed,mark,_,,O
the,O,10,quality,det,_,,O
quality,B-ASP,12,changed,nsubj,_,,AT-W\O-Path
has,O,12,changed,aux,_,,O
changed,O,7,hope,ccomp,_,,O
.,O,7,hope,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,3,card,det,_,,O
ATI,B-ASP,3,card,compound,_,at ##i,AT-Secondary
graphics,I-ASP,3,card,compound,_,,AT-Secondary
card,I-ASP,4,is,nsubj,_,,AT-Head
is,O,4,is,ROOT,_,,O
a,O,7,plus,det,_,,O
huge,B-OP,7,plus,amod,_,,OT-Secondary
plus,I-OP,4,is,attr,_,,"3###[""OT"", ""attr^-1"", ""*"", ""nsubj"", ""ASP""]"
",",O,7,plus,punct,_,,O
definitely,O,12,value,advmod,_,,O
a,O,12,value,det,_,,O
good,B-OP,12,value,amod,_,,OT-W\O-Path
value,O,7,plus,appos,_,,O
if,O,15,need,mark,_,,O
you,O,15,need,nsubj,_,,O
