TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
Toshiba,O,1,is,nsubj,NNP,to ##shi ##ba
is,O,1,is,ROOT,VBZ,
aware,O,1,is,acomp,JJ,
of,O,2,aware,prep,IN,
the,O,5,issue,det,DT,
issue,O,3,of,pobj,NN,
but,O,1,is,cc,CC,
unless,O,12,bought,mark,IN,
the,O,10,warrenty,det,DT,
extended,B-ASP,10,warrenty,amod,JJ,
warrenty,I-ASP,12,bought,nsubjpass,NN,warren ##ty
is,O,12,bought,auxpass,VBZ,
bought,O,15,do,advcl,VBN,
Toshiba,O,15,do,nsubj,NNP,to ##shi ##ba
will,O,15,do,aux,MD,
do,O,1,is,conj,VB,
nothing,O,15,do,dobj,NN,
about,O,15,do,prep,IN,
it,O,17,about,pobj,PRP,
.,O,15,do,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,store,det,DT,
store,O,2,honored,nsubj,NN,
honored,B-OP,2,honored,ROOT,VBD,
their,O,4,warrenty,poss,PRP$,
warrenty,B-ASP,2,honored,dobj,NN,warren ##ty
and,O,2,honored,cc,CC,
made,O,2,honored,conj,VBD,
the,O,8,comment,det,DT,
comment,O,6,made,dobj,NN,
that,O,14,recommend,mark,IN,
they,O,14,recommend,nsubj,PRP,
do,O,14,recommend,aux,VBP,
n't,B-OP,14,recommend,neg,RB,n ' t
even,I-OP,14,recommend,advmod,RB,
recommend,I-OP,8,comment,acl,VB,
the,O,17,brand,det,DT,
HP,O,17,brand,compound,NNP,
brand,O,14,recommend,dobj,NN,
because,O,14,recommend,prep,IN,
of,O,18,because,pcomp,IN,
the,O,21,problems,det,DT,
problems,O,18,because,pobj,NNS,
with,O,21,problems,prep,IN,
their,O,24,warrentys,poss,PRP$,
warrentys,B-ASP,22,with,pobj,NN,warren ##ty ##s
.,O,2,honored,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,3,book,det,DT,
Toshiba,O,2,Net,compound,NNP,to ##shi ##ba
Net,O,3,book,compound,NNP,
book,O,4,operates,nsubj,NN,
operates,B-ASP,4,operates,ROOT,VBZ,
very,O,6,well,advmod,RB,
well,B-OP,4,operates,advmod,RB,
.,O,4,operates,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,4,pro,det,DT,
old,O,4,pro,amod,JJ,
unibody,O,4,pro,compound,NN,un ##ib ##od ##y
macbook,O,4,pro,compound,NN,mac ##book
pro,O,6,fry,nsubj,FW,
could,O,6,fry,aux,MD,
fry,O,6,fry,ROOT,VB,
an,O,8,egg,det,DT,
egg,O,6,fry,dobj,NN,
after,O,6,fry,prep,IN,
a,O,11,while,det,DT,
while,O,9,after,pobj,NN,
.,O,6,fry,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,given,nsubjpass,PRP,
was,O,2,given,auxpass,VBD,
given,O,2,given,ROOT,VBN,
a,O,4,Mac,det,DT,
Mac,O,2,given,dobj,NNP,
as,O,2,given,prep,IN,
a,O,7,birthday,det,DT,
birthday,O,5,as,pobj,NN,
present,O,7,birthday,amod,NN,
and,O,2,given,cc,CC,
could,O,12,be,aux,MD,
n't,B-OP,12,be,neg,RB,n ' t
be,I-OP,2,given,conj,VB,
happier,I-OP,12,be,acomp,JJR,
with,O,13,happier,prep,IN,
it,O,14,with,pobj,PRP,
3,O,17,years,nummod,CD,
years,O,18,later,npadvmod,NNS,
later,O,12,be,advmod,RB,
.,O,2,given,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,2,MacBook,det,DT,
newer,O,2,MacBook,amod,JJR,
MacBook,O,7,is,nsubj,NN,mac ##book
that,O,6,purchased,dobj,WDT,
I,O,6,purchased,nsubj,PRP,
have,O,6,purchased,aux,VBP,
purchased,O,2,MacBook,relcl,VBN,
is,O,7,is,ROOT,VBZ,
one,O,7,is,attr,CD,
of,O,8,one,prep,IN,
the,O,12,computers,det,DT,
best,B-OP,12,computers,amod,JJS,
computers,O,9,of,pobj,NNS,
.,O,7,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,computer,det,DT,
computer,O,2,is,nsubj,NN,
is,O,2,is,ROOT,VBZ,
currently,O,2,is,advmod,RB,
in,O,2,is,prep,IN,
West,O,6,Verginia,compound,NNP,
Verginia,O,4,in,pobj,NNP,ve ##rg ##inia
doe,O,2,is,ccomp,VBD,
to,O,7,doe,prep,IN,
the,O,10,method,det,DT,
method,O,8,to,pobj,NN,
of,O,10,method,prep,IN,
shipping,B-ASP,11,of,pobj,NN,
choosen,O,12,shipping,acl,VBN,choose ##n
by,O,13,choosen,agent,IN,
Toshiba,O,14,by,pobj,NNP,to ##shi ##ba
.,O,2,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Heck,O,3,like,intj,UH,
",",O,3,like,punct,",",
I,O,3,like,nsubj,PRP,
like,B-OP,3,like,ROOT,VBP,
all,O,6,computers,det,DT,
Mac,O,6,computers,compound,NNP,
computers,O,3,like,dobj,NNS,
",",O,3,like,punct,",",
but,O,3,like,cc,CC,
they,O,10,'re,nsubj,PRP,
're,O,3,like,conj,VBP,' re
all,O,12,WAY,det,DT,
WAY,O,10,'re,npadvmod,NN,
too,O,14,pricey,advmod,RB,
pricey,B-OP,10,'re,acomp,JJ,price ##y
for,O,14,pricey,prep,IN,
the,O,17,kind,det,DT,
kind,O,15,for,pobj,NN,
of,O,17,kind,prep,IN,
economy,O,18,of,pobj,NN,
the,O,21,U.S.,det,DT,
U.S.,O,23,going,nsubj,NNP,u . s .
is,O,23,going,aux,VBZ,
going,O,17,kind,relcl,VBG,
through,O,23,going,prep,RP,
.,O,10,'re,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
2,O,0,2,ROOT,LS,
.,O,0,2,punct,.,
The,O,4,card,det,DT,
wireless,B-ASP,4,card,amod,JJ,
card,I-ASP,5,is,nsubj,NN,
is,O,5,is,ROOT,VBZ,
low,B-OP,7,quality,amod,JJ,
quality,O,5,is,attr,NN,
.,O,5,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
If,O,4,wanting,mark,IN,
you,O,4,wanting,nsubj,PRP,
're,O,4,wanting,aux,VBP,' re
not,O,4,wanting,neg,RB,
wanting,O,10,is,advcl,VBG,
to,O,6,be,aux,TO,
be,O,4,wanting,xcomp,VB,
mobile,O,6,be,attr,JJ,
",",O,10,is,punct,",",
this,O,10,is,nsubj,DT,
is,O,10,is,ROOT,VBZ,
a,O,13,laptop,det,DT,
good,B-OP,13,laptop,amod,JJ,
laptop,O,10,is,attr,NN,
to,O,15,sit,aux,TO,
sit,O,10,is,xcomp,VB,
on,O,15,sit,prep,IN,
a,O,18,desk,det,DT,
desk,O,16,on,pobj,NN,
.,O,10,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,2,life,det,DT,
battery,B-ASP,2,life,compound,NN,
life,I-ASP,3,is,nsubj,NN,
is,O,3,is,ROOT,VBZ,
amazingly,O,5,long,advmod,RB,
long,B-OP,3,is,acomp,JJ,
at,O,3,is,prep,IN,
7hrs,O,6,at,pobj,CD,7 ##hr ##s
and,O,7,7hrs,cc,CC,
5hrs,O,7,7hrs,conj,VB,5 ##hr ##s
if,O,12,use,mark,IN,
you,O,12,use,nsubj,PRP,
use,O,3,is,advcl,VBP,
it,O,12,use,dobj,PRP,
.,O,3,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,was,nsubj,DT,
was,O,1,was,ROOT,VBD,
the,O,4,problem,det,DT,
same,O,4,problem,amod,JJ,
problem,O,1,was,attr,NN,
with,O,4,problem,prep,IN,
my,O,7,MacBook,poss,PRP$,
MacBook,O,5,with,pobj,NN,mac ##book
(,O,7,MacBook,punct,-LRB-,
circa,O,7,MacBook,appos,NN,
2007,O,9,circa,nummod,CD,
),O,7,MacBook,punct,-RRB-,
that,O,15,retired,dobj,IN,
I,O,15,retired,nsubj,PRP,
just,O,15,retired,advmod,RB,
retired,O,7,MacBook,relcl,VBD,
.,O,1,was,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Out,O,10,is,prep,IN,
of,O,0,Out,prep,IN,
all,O,4,laptops,predet,PDT,
the,O,4,laptops,det,DT,
laptops,O,1,of,pobj,NNS,laptop ##s
I,O,7,owned,nsubj,PRP,
have,O,7,owned,aux,VBP,
owned,O,4,laptops,relcl,VBN,
",",O,10,is,punct,",",
this,O,10,is,nsubj,DT,
is,O,10,is,ROOT,VBZ,
by,O,10,is,prep,IN,
far,O,11,by,pcomp,RB,
the,O,14,best,det,DT,
best,B-OP,10,is,attr,JJS,
!,O,10,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,2,screen,det,DT,
big,B-OP,2,screen,amod,JJ,
screen,B-ASP,3,allows,nsubj,NN,
allows,O,3,allows,ROOT,VBZ,
you,O,6,enjoy,nsubj,PRP,
to,O,6,enjoy,aux,TO,
enjoy,B-OP,3,allows,ccomp,VB,
watching,O,6,enjoy,xcomp,VBG,
movies,O,7,watching,dobj,NNS,
",",O,8,movies,punct,",",
pictures,O,8,movies,conj,NNS,
and,O,10,pictures,cc,CC,
etc,O,10,pictures,conj,FW,
!,O,3,allows,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Many,O,1,kinds,amod,JJ,
kinds,O,11,is,nsubj,NNS,
of,O,1,kinds,prep,IN,
software,B-ASP,2,of,pobj,NN,
that,O,5,is,nsubj,WDT,
is,O,1,kinds,relcl,VBZ,
necessary,O,5,is,acomp,JJ,
to,O,6,necessary,prep,IN,
the,O,10,person,det,DT,
working,O,10,person,amod,VBG,
person,O,7,to,pobj,NN,
is,O,11,is,ROOT,VBZ,
not,B-OP,11,is,neg,RB,
available,I-OP,11,is,acomp,JJ,
and,O,11,is,cc,CC,
can,O,18,downloaded,aux,MD,
not,O,18,downloaded,neg,RB,
be,O,18,downloaded,auxpass,VB,
downloaded,O,11,is,conj,VBN,
.,O,11,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
However,O,4,refute,advmod,RB,
",",O,4,refute,punct,",",
I,O,4,refute,nsubj,PRP,
can,O,4,refute,aux,MD,
refute,O,4,refute,ROOT,VB,ref ##ute
