TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
quietest,B-OP,1,laptop,amod,JJS,quiet ##est
laptop,O,1,laptop,ROOT,NN,
i,O,5,owned,nsubj,PRP,
have,O,5,owned,aux,VBP,
ever,O,5,owned,advmod,RB,
owned,O,1,laptop,relcl,VBN,
.,O,5,owned,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
this,O,1,is,nsubj,DT,
is,O,1,is,ROOT,VBZ,
my,O,4,MacBook,poss,PRP$,
second,O,4,MacBook,amod,JJ,
macbook,O,1,is,attr,NN,mac ##book
.,O,1,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
his,O,1,was,nsubj,PRP$,
--------------------------------,O,1,was,nsubj,PRP$,
was,O,1,was,ROOT,VBD,
worth,O,1,was,acomp,JJ,
$,O,4,36,nmod,$,
36,O,2,worth,npadvmod,CD,
--------------------------------,O,2,worth,npadvmod,CD,
.,O,1,was,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,got,nsubj,PRP,
got,O,1,got,ROOT,VBD,
the,O,4,MacBook,det,DT,
black,O,4,MacBook,amod,JJ,
macbook,O,1,got,dobj,NNP,mac ##book
two,O,6,years,nummod,CD,
years,O,7,ago,npadvmod,NNS,
ago,O,1,got,advmod,RB,
and,O,1,got,cc,CC,
have,O,11,regretted,aux,VBP,
never,O,11,regretted,neg,RB,
regretted,O,1,got,conj,VBN,
it,O,11,regretted,dobj,PRP,
.,O,1,got,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
there,O,1,'s,expl,EX,
's,O,1,'s,ROOT,VBZ,' s
literally,O,1,'s,advmod,RB,
no,O,4,way,det,DT,
way,O,1,'s,attr,NN,
to,O,6,make,aux,TO,
make,O,4,way,relcl,VB,
it,O,8,sing,nsubj,PRP,
sing,O,6,make,ccomp,VB,
with,O,8,sing,prep,IN,
vista,B-ASP,9,with,pobj,NNP,
--------------------------------,O,9,with,pobj,NNP,
.,O,1,'s,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,5,list,det,DT,
neat,B-OP,5,list,amod,JJ,
and,O,1,neat,cc,CC,
organized,B-OP,1,neat,conj,JJ,
icon,B-ASP,5,list,compound,NN,
list,I-ASP,6,is,nsubj,NN,
is,O,6,is,ROOT,VBZ,
a,O,9,change,det,DT,
welcome,B-OP,9,change,amod,JJ,
change,O,6,is,attr,NN,
from,O,9,change,prep,IN,
cluttered,O,10,from,pobj,JJ,cl ##uttered
and,O,11,cluttered,cc,CC,
confusing,O,11,cluttered,conj,JJ,
----------------------------------------------------------------,O,11,cluttered,conj,JJ,
desktop,B-ASP,15,icons,compound,JJ,
icons,I-ASP,13,confusing,dobj,NNS,
.,O,6,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,3,gift,det,DT,
ultimate,O,3,gift,amod,JJ,
graduation,O,3,gift,compound,NN,
gift,O,3,gift,ROOT,NN,
.,O,3,gift,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
pretty,O,1,much,advmod,RB,
much,O,2,everything,amod,JJ,
everything,O,7,is,nsubj,NN,
else,O,2,everything,advmod,RB,
about,O,2,everything,prep,IN,
the,O,6,computer,det,DT,
computer,O,4,about,pobj,NN,
is,O,7,is,ROOT,VBZ,
good,B-OP,7,is,acomp,JJ,
it,O,11,stops,nsubj,PRP,
just,O,11,stops,advmod,RB,
stops,O,11,stops,ROOT,VBZ,
working,B-ASP,11,stops,xcomp,VBG,
--------------------------------,O,11,stops,xcomp,VBG,
out,O,12,working,prep,IN,
of,O,13,out,prep,IN,
no,O,14,of,pobj,DT,
were,O,11,stops,advcl,VBD,
.,O,11,stops,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
hp,O,1,said,nsubj,NNP,
said,O,1,said,ROOT,VBD,
it,O,3,was,nsubj,PRP,
was,O,1,said,ccomp,VBD,
out,B-OP,3,was,prep,IN,
of,I-OP,4,out,prep,IN,
warranty,B-ASP,5,of,pobj,NN,warrant ##y
.,O,1,said,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,2,screen,det,DT,
large,B-OP,2,screen,amod,JJ,
screen,B-ASP,4,helps,nsubj,NN,
also,O,4,helps,advmod,RB,
helps,O,4,helps,ROOT,VBZ,
when,O,8,working,advmod,WRB,
you,O,8,working,nsubj,PRP,
are,O,8,working,aux,VBP,
working,O,4,helps,ccomp,VBG,
in,O,8,working,prep,IN,
design,B-ASP,11,based,npadvmod,NN,
based,I-ASP,12,programs,amod,VBN,
programs,I-ASP,9,in,pobj,NNS,
like,O,12,programs,prep,IN,
adobe,B-ASP,16,Suite,compound,NNP,
--------------------------------,O,16,Suite,compound,NNP,
creative,I-ASP,16,Suite,compound,NNP,
suite,I-ASP,13,like,pobj,NNP,
.,O,4,helps,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
not,O,1,WITH,neg,RB,
with,O,1,WITH,ROOT,IN,
apple,O,1,WITH,pobj,NNP,
.,O,1,WITH,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,liked,nsubj,PRP,
also,O,2,liked,advmod,RB,
liked,B-OP,2,liked,ROOT,VBD,
----------------------------------------------------------------,O,2,liked,ROOT,VBD,
the,O,5,screen,det,DT,
----------------------------------------------------------------,O,5,screen,det,DT,
glass,B-ASP,5,screen,compound,NN,
--------------------------------,O,5,screen,compound,NN,
screen,I-ASP,2,liked,dobj,NN,
----------------------------------------------------------------,O,2,liked,dobj,NN,
.,O,2,liked,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,was,nsubj,PRP,
was,O,1,was,ROOT,VBD,
ready,O,1,was,acomp,JJ,
to,O,4,take,aux,TO,
take,O,2,ready,xcomp,VB,
----------------------------------------------------------------,O,2,ready,xcomp,VB,
it,O,4,take,dobj,PRP,
----------------------------------------------------------------,O,4,take,dobj,PRP,
back,O,4,take,advmod,RB,
for,O,4,take,prep,IN,
a,O,9,refund,det,DT,
refund,O,7,for,pobj,NN,ref ##und
",",O,1,was,punct,",",
but,O,1,was,cc,CC,
the,O,14,Squad,det,DT,
geek,B-ASP,14,Squad,compound,NNP,
squad,I-ASP,15,camed,nsubj,NNP,
camed,O,1,was,conj,VBD,came ##d
through,O,15,camed,prt,RB,
and,O,15,camed,cc,CC,
pointed,O,15,camed,conj,VBD,
me,O,18,pointed,dobj,PRP,
in,O,18,pointed,prep,IN,
the,O,23,direction,det,DT,
right,O,23,direction,amod,JJ,
--------------------------------,O,23,direction,amod,JJ,
direction,O,20,in,pobj,NN,
to,O,25,get,aux,TO,
get,O,18,pointed,advcl,VB,
it,O,27,fixed,nsubj,PRP,
fixed,O,25,get,ccomp,VBN,
.,O,15,camed,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,am,nsubj,PRP,
am,O,1,am,ROOT,VBP,
able,O,1,am,acomp,JJ,
to,O,4,organize,aux,TO,
organize,O,2,able,xcomp,VB,
my,O,6,pics,poss,PRP$,
pics,O,4,organize,dobj,NNS,pic ##s
",",O,6,pics,punct,",",
music,O,6,pics,conj,NN,
and,O,8,music,cc,CC,
files,O,8,music,conj,NNS,
easily,B-OP,4,organize,advmod,RB,
.,O,1,am,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,1,'s,nsubj,PRP,
's,O,1,'s,ROOT,VBZ,' s
----------------------------------------------------------------,O,1,'s,ROOT,VBZ,' s
a,O,3,joke,det,DT,
joke,O,1,'s,attr,NN,
.,O,1,'s,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
if,O,2,is,mark,IN,
that,O,2,is,nsubj,DT,
is,O,8,am,advcl,VBZ,
the,O,4,case,det,DT,
case,O,2,is,attr,NN,
",",O,8,am,punct,",",
then,O,8,am,advmod,RB,
i,O,8,am,nsubj,PRP,
am,O,8,am,ROOT,VBP,
completely,O,10,happy,advmod,RB,
happy,B-OP,8,am,acomp,JJ,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
no,O,1,STAR,det,DT,
star,O,1,STAR,ROOT,NN,
for,O,1,STAR,prep,IN,
this,O,4,TRASH,det,DT,
trash,O,2,FOR,pobj,NN,
.,O,1,STAR,punct,.,
[,O,6,[,ROOT,-LRB-,
...,O,6,[,punct,.,. . .
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,1,works,nsubj,PRP,
works,B-ASP,1,works,ROOT,VBZ,
--------------------------------,O,1,works,ROOT,VBZ,
fine,B-OP,1,works,advmod,RB,
",",O,1,works,punct,",",
and,O,1,works,cc,CC,
all,O,7,software,predet,PDT,
the,O,7,software,det,DT,
software,B-ASP,8,seems,nsubj,NN,
--------------------------------,O,8,seems,nsubj,NN,
seems,O,1,works,conj,VBZ,
to,O,10,run,aux,TO,
run,O,8,seems,xcomp,VB,
pretty,O,12,well,advmod,RB,
well,B-OP,10,run,advmod,RB,
.,O,8,seems,punct,.,
