TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
everyone,O,1,complains,ARG1,NN,,O
complains,O,2~1,about~complains,ARG1~ROOT,VBZ,complain ##s,O
about,O,_,_,_,IN,,O
the,O,_,_,_,DT,,O
non-replaceable,O,_,_,_,JJ,non - replace ##able,O
battery,O,3~4~2,the~non-replaceable~about,BV~ARG1~ARG2,NN,,O
",",O,_,_,_,_,,O
yet,O,_,_,_,_,,O
this,O,9,is,ARG1,DT,,O
is,O,1,complains,_but_c,VBZ,,O
the,O,_,_,_,DT,,O
price,O,9~10,is~the,ARG2~BV,NN,,O
of,O,_,_,_,_,,O
sturdy,O,_,_,_,JJ,,O
construction,O,13~11,sturdy~price,ARG1~ARG1,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
whereas,O,0,whereas,ROOT,IN,,O
some,O,_,_,_,DT,,O
folks,O,1~3,some~have,BV~ARG1,NNS,,O
have,O,0,whereas,ARG2,VBP,,O
the,O,_,_,_,DT,,O
"""",O,_,_,_,_,,O
ipod,O,4~3,the~have,BV~ARG2,NN,,O
"""",O,_,_,_,_,,O
",",O,_,_,_,_,,O
i,O,10,have,ARG1,PRP,,O
have,O,_,_,_,VBP,,O
the,O,_,_,_,DT,,O
"""",O,_,_,_,_,,O
nomad,O,_,_,_,JJ,no ##mad,O
jukebox,O,_,_,_,NN,ju ##ke ##box,O
zen,O,14,jukebox,compound,NN,,O
xtra,O,15~11~13~10,zen~the~nomad~have,compound~BV~compound~ARG2,NN,x ##tra,O
"""",O,_,_,_,_,,O
(,O,_,_,_,_,,O
not,O,0,whereas,ARG1,RB,,O
to,O,19,not,neg,TO,,O
be,O,_,_,_,_,,O
confused,O,20,to,ARG2,VBN,,O
with,O,_,_,_,_,,O
the,O,_,_,_,DT,,O
"""",O,_,_,_,_,,O
nomad,O,_,_,_,JJ,no ##mad,O
jukebox,O,_,_,_,NN,ju ##ke ##box,O
zen,O,27,jukebox,compound,NN,,O
nx,O,24~26~22~28,the~nomad~confused~zen,BV~ARG1~ARG3~compound,NN,n ##x,O
"""",O,_,_,_,_,,O
),O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
hope,O,0,hope,ROOT,NN,,O
to,O,_,_,_,_,,O
get,O,5~0,in~hope,ARG1~ARG2,VB,,O
my,O,_,_,_,PRP$,,O
refund,O,3~2,my~get,poss~ARG2,NN,ref ##und,O
in,O,_,_,_,IN,,O
a,O,_,_,_,DT,,O
timely,O,_,_,_,JJ,,O
manner,O,7~6~5,timely~a~in,ARG1~BV~ARG2,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
higher,O,5~0~3~1,better~the~number~higher,ARG1~BV~appos~ROOT,JJR,,O
the,O,_,_,_,DT,,O
number,O,2,the,BV,NN,,O
the,O,_,_,_,DT,,O
better,O,4,the,BV,JJR,,O
the,O,_,_,_,DT,,O
quality,O,6~5,the~better,BV~ARG2,NN,,O
(,O,_,_,_,_,,O
less,O,_,_,_,_,,O
data,O,_,_,_,NNS,,O
compression,O,13~10,used~data,ARG2~compound,NN,,O
is,O,_,_,_,_,,O
used,O,5,better,temp,VBN,,O
),O,_,_,_,_,,O
and,O,_,_,_,_,,O
the,O,_,_,_,DT,,O
larger,O,1~16,higher~the,_and_c~BV,JJR,,O
the,O,_,_,_,DT,,O
file,O,_,_,_,NN,,O
size,O,19~18~17,file~the~larger,compound~BV~part,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,3,play,ARG1,PRP,,O
wo,O,_,_,_,_,,O
n't,O,2,n't,ROOT,VB,n ' t,O
play,O,2,n't,neg,VB,,O
all,O,3,play,ARG2,DT,,O
of,O,_,_,_,_,,O
my,O,_,_,_,PRP$,,O
movies,O,6~4,my~all,poss~part,NNS,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,16~2,touched~stored,ARG1~ARG1,PRP,,O
have,O,_,_,_,_,,O
stored,O,8~11~2,at~on~stored,ARG1~ARG1~ROOT,VBN,,O
around,O,_,_,_,_,,O
60,O,_,_,_,CD,,O
cd,O,6,'s,mwe,NNS,,O
's,O,2~4,stored~60,ARG2~ARG1,NNS,' s,O
(,O,_,_,_,_,,O
at,O,_,_,_,IN,,O
160kbps,O,8,at,ARG2,NNS,160 ##k ##b ##ps,O
),O,_,_,_,_,,O
on,O,_,_,_,IN,,O
this,O,11,on,ARG2,DT,,O
and,O,_,_,_,_,,O
have,O,_,_,_,_,,O
barely,O,_,_,_,RB,,O
touched,O,2~15,stored~barely,_and_c~ARG1,VBN,,O
the,O,_,_,_,DT,,O
available,O,_,_,_,JJ,,O
memory,B-ASP,17~18~16,the~available~touched,BV~ARG1~ARG2,NN,,AT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
warranty,O,2~0,is~the,ARG1~BV,NN,warrant ##y,O
is,O,2,is,ROOT,VBZ,,O
90,O,_,_,_,CD,,O
days,O,3~2,90~is,ARG1~ARG2,NNS,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
player,O,0~2~1,the~:~player,BV~ARG1~ROOT,NN,,O
:,O,_,_,_,:,,O
it,O,4,'s,ARG1,PRP,,O
's,O,2,:,ARG2,VBZ,' s,O
silver,O,4,'s,ARG2,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
with,O,_,_,_,IN,,O
the,O,_,_,_,DT,,O
