TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
I,O,2,been,ARG1,PRP,
've,O,_,_,_,_,' ve
been,O,2,been,ROOT,VBN,
a,O,_,_,_,DT,
PC,O,_,_,_,NN,
user,O,3~2~4,a~been~PC,BV~ARG2~compound,NN,
and,O,_,_,_,_,
I,O,10,switched,ARG1,PRP,
just,O,_,_,_,RB,
finally,O,_,_,_,RB,
switched,O,8~2~9,just~been~finally,ARG1~_and_c~ARG1,VBN,
and,O,_,_,_,_,
I,O,15,going,ARG1,PRP,
am,O,_,_,_,_,
never,O,10,switched,_and_c,RB,
going,O,16~14,back~never,loc~ARG1,VBG,
back,O,_,_,_,RB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
PDF,O,_,_,_,NN,
files,O,4~0,viewed~PDF,ARG2~compound,NNS,
can,O,2,can,ROOT,MD,
be,O,_,_,_,_,
viewed,O,2~5,can~instantly,ARG1~ARG1,VBN,
instantly,O,_,_,_,RB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
So,O,0,So,ROOT,RB,
what,O,2,if,mwe,WP,
if,O,0,So,ARG1,IN,
the,O,_,_,_,DT,
laptops/mobile,O,_,_,_,NN,laptop ##s / mobile
phones,O,9~3~4~6~7,cool~the~laptops/mobile~look~chic,ARG1~BV~compound~ARG1~ARG1,NNS,
look,O,2,if,ARG1,VBP,
chic,B-OP,6,look,ARG2,JJ,chi ##c
and,O,_,_,_,_,
cool,B-OP,7,chic,_and_c,JJ,
?,O,_,_,_,_,
The,O,_,_,_,DT,
after,B-ASP,_,_,_,IN,
sales,I-ASP,_,_,_,NNS,
support,I-ASP,16~13~11~12,terrible~sales~The~after,ARG1~compound~BV~ARG1,NN,
is,O,_,_,_,_,
terrible,B-OP,0,So,ARG1,JJ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
About,O,_,_,_,_,
2,O,_,_,_,CD,
months,O,1~3,2~ago,ARG1~ARG2,NNS,
ago,O,_,_,_,IN,
i,O,5,bought,ARG1,PRP,
bought,O,3~5,ago~bought,ARG1~ROOT,VBD,
the,O,_,_,_,DT,
2011,O,_,_,_,CD,
macbook,O,_,_,_,NN,mac ##book
pro,O,7~8~6~12~5,2011~macbook~the~was~bought,compound~compound~BV~ARG1~ARG2,NN,
",",O,_,_,_,_,
which,O,_,_,_,_,
was,O,_,_,_,VBD,
an,O,_,_,_,DT,
upgrade,O,12~15~13,was~from~an,ARG2~ARG1~BV,NN,
from,O,_,_,_,IN,
my,O,_,_,_,PRP$,
2010,O,_,_,_,CD,
macbook,O,_,_,_,NN,mac ##book
pro,O,18~15~16~17,macbook~from~my~2010,compound~ARG2~poss~compound,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,had,ARG1,PRP,
've,O,_,_,_,_,' ve
had,O,6~2,in~had,ARG1~ROOT,VBD,
a,O,_,_,_,DT,
Toshiba,O,_,_,_,NNP,to ##shi ##ba
laptop,O,3~2~4,a~had~Toshiba,BV~ARG2~compound,NN,
in,O,_,_,_,IN,
the,O,_,_,_,DT,
past,O,7~6,the~in,BV~ARG2,NN,
