TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
i,O,1,loved,nsubj,PRP,
loved,B-OP,1,loved,ROOT,VBD,
it,O,1,loved,dobj,PRP,
--------------------------------,O,1,loved,dobj,PRP,
then,O,1,loved,advmod,RB,
----------------------------------------------------------------,O,1,loved,advmod,RB,
",",O,1,loved,punct,",",
but,O,1,loved,cc,CC,
unfortunately,O,8,was,advmod,RB,
it,O,8,was,nsubj,PRP,
was,O,1,loved,conj,VBD,
before,O,8,was,prep,IN,
the,O,11,days,det,DT,
days,O,9,before,pobj,NNS,
of,O,11,days,prep,IN,
wireless,O,14,internet,amod,JJ,
--------------------------------,O,14,internet,amod,JJ,
internet,O,12,of,pobj,NN,
--------------------------------,O,12,of,pobj,NN,
.,O,8,was,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
while,O,7,hope,mark,IN,
about,O,2,8,advmod,RB,
8,O,3,years,nummod,CD,
years,O,4,ago,npadvmod,NNS,
ago,O,7,hope,advmod,RB,
",",O,7,hope,punct,",",
i,O,7,hope,nsubj,PRP,
hope,O,7,hope,ROOT,VBP,
that,O,12,changed,mark,IN,
the,O,10,quality,det,DT,
quality,B-ASP,12,changed,nsubj,NN,
--------------------------------,O,12,changed,nsubj,NN,
has,O,12,changed,aux,VBZ,
changed,O,7,hope,ccomp,VBN,
.,O,7,hope,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,3,card,det,DT,
ati,B-ASP,3,card,compound,NNP,at ##i
graphics,I-ASP,3,card,compound,NNS,
card,I-ASP,4,is,nsubj,NN,
is,O,4,is,ROOT,VBZ,
a,O,7,plus,det,DT,
huge,B-OP,7,plus,amod,JJ,
plus,I-OP,4,is,attr,NN,
",",O,7,plus,punct,",",
definitely,O,12,value,advmod,RB,
a,O,12,value,det,DT,
good,B-OP,12,value,amod,JJ,
value,O,7,plus,appos,NN,
if,O,15,need,mark,IN,
you,O,15,need,nsubj,PRP,
need,O,4,is,advcl,VBP,
to,O,17,be,aux,TO,
be,O,15,need,xcomp,VB,
able,O,17,be,acomp,JJ,
----------------------------------------------------------------,O,17,be,acomp,JJ,
to,O,20,run,aux,TO,
run,O,18,able,xcomp,VB,
some,O,24,games,det,DT,
slightly,O,23,older,advmod,RB,
----------------------------------------------------------------,O,23,older,advmod,RB,
older,O,24,games,amod,JJR,
games,O,20,run,dobj,NNS,
that,O,31,have,mark,WDT,
a,O,29,card,det,DT,
intel,B-ASP,29,card,compound,NNP,
--------------------------------,O,29,card,compound,NNP,
built-in,I-ASP,29,card,compound,NN,built - in
card,I-ASP,31,have,nsubj,NN,
would,O,31,have,aux,MD,
have,O,24,games,relcl,VB,
trouble,O,31,have,dobj,NN,
with,O,32,trouble,prep,IN,
",",O,33,with,punct,",",
such,O,36,as,amod,JJ,
as,O,33,with,prep,IN,
half-life,O,38,2,quantmod,NN,half - life
2,O,36,as,pobj,CD,
or,O,38,2,cc,CC,
----------------------------------------------------------------,O,38,2,cc,CC,
even,O,41,World,advmod,RB,
world,O,38,2,conj,NNP,
of,O,41,World,prep,IN,
warcraft,O,42,of,pobj,NNP,war ##craft
--------------------------------,O,42,of,pobj,NNP,war ##craft
.,O,4,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
but,O,8,made,cc,CC,
when,O,3,received,advmod,WRB,
i,O,3,received,nsubj,PRP,
received,O,8,made,advcl,VBD,
my,O,5,replacement,poss,PRP$,
replacement,O,3,received,dobj,NN,
",",O,8,made,punct,",",
i,O,8,made,nsubj,PRP,
made,O,8,made,ROOT,VBD,
both,O,11,DVDs,det,DT,
recovery,B-ASP,11,DVDs,compound,NN,
dvds,I-ASP,8,made,dobj,NNS,
(,O,11,DVDs,punct,-LRB-,
4,O,11,DVDs,appos,CD,
),O,11,DVDs,punct,-RRB-,
",",O,11,DVDs,punct,",",
and,O,11,DVDs,cc,CC,
a,O,19,DVD,det,DT,
----------------------------------------------------------------,O,19,DVD,det,DT,
driver/application,B-ASP,19,DVD,compound,NN,driver / application
dvd,I-ASP,11,DVDs,conj,NN,
.,O,8,made,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
this,O,1,computer,det,DT,
----------------------------------------------------------------,O,1,computer,det,DT,
computer,O,2,was,nsubj,NN,
was,O,2,was,ROOT,VBD,
awful,B-OP,2,was,acomp,JJ,
----------------------------------------------------------------,O,2,was,acomp,JJ,
!,O,2,was,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
this,O,1,is,nsubj,DT,
is,O,1,is,ROOT,VBZ,
my,O,5,product,poss,PRP$,
first,O,5,product,amod,JJ,
lg,O,5,product,compound,NNP,l ##g
product,O,1,is,attr,NN,
.,O,1,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,found,nsubj,PRP,
have,O,2,found,aux,VBP,
found,O,2,found,ROOT,VBN,
a,O,4,lot,det,DT,
--------------------------------,O,4,lot,det,DT,
lot,O,2,found,dobj,NN,
of,O,4,lot,prep,IN,
online,O,7,sources,amod,JJ,
----------------------------------------------------------------,O,7,sources,amod,JJ,
sources,O,5,of,pobj,NNS,
to,O,9,help,aux,TO,
--------------------------------,O,9,help,aux,TO,
help,O,2,found,advcl,VB,
me,O,9,help,dobj,PRP,
but,O,2,found,cc,CC,
--------------------------------,O,2,found,cc,CC,
think,O,2,found,conj,VB,
that,O,17,learned,mark,IN,
i,O,17,learned,nsubj,PRP,
would,O,17,learned,aux,MD,
have,O,17,learned,aux,VB,
learned,O,12,think,ccomp,VBN,
a,O,19,lot,det,DT,
lot,O,20,quicker,npadvmod,NN,
quicker,O,17,learned,advmod,RBR,
----------------------------------------------------------------,O,17,learned,advmod,RBR,
if,O,25,taken,mark,IN,
i,O,25,taken,nsubj,PRP,
would,O,25,taken,aux,MD,
have,O,25,taken,aux,VB,
--------------------------------,O,25,taken,aux,VB,
taken,O,17,learned,advcl,VBN,
the,O,27,class,det,DT,
class,O,25,taken,dobj,NN,
.,O,2,found,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,wanted,nsubj,PRP,
wanted,O,1,wanted,ROOT,VBD,
----------------------------------------------------------------,O,1,wanted,ROOT,VBD,
something,O,1,wanted,dobj,NN,
that,O,4,had,nsubj,WDT,
had,O,2,something,relcl,VBD,
a,O,9,processors,det,DT,
--------------------------------,O,9,processors,det,DT,
new,B-OP,9,processors,amod,JJ,
intel,B-ASP,8,Core,compound,NNP,
--------------------------------,O,8,Core,compound,NNP,
core,I-ASP,9,processors,compound,NNP,
----------------------------------------------------------------,O,9,processors,compound,NNP,
processors,I-ASP,4,had,dobj,NNS,
----------------------------------------------------------------,O,4,had,dobj,NNS,
and,O,9,processors,cc,CC,
hdmi,B-ASP,12,port,compound,NNP,hd ##mi
--------------------------------,O,12,port,compound,NNP,hd ##mi
port,I-ASP,9,processors,conj,NN,
----------------------------------------------------------------,O,9,processors,conj,NN,
so,O,17,hook,mark,IN,
that,O,17,hook,mark,IN,
we,O,17,hook,nsubj,PRP,
----------------------------------------------------------------,O,17,hook,nsubj,PRP,
could,O,17,hook,aux,MD,
hook,O,1,wanted,advcl,VB,
it,O,17,hook,dobj,PRP,
up,O,17,hook,prt,RP,
----------------------------------------------------------------,O,17,hook,prt,RP,
directly,O,17,hook,advmod,RB,
to,O,17,hook,prep,IN,
--------------------------------,O,17,hook,prep,IN,
our,O,23,TV,poss,PRP$,
tv,O,21,to,pobj,NN,
--------------------------------,O,21,to,pobj,NN,
.,O,1,wanted,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
then,O,8,crapped,advmod,RB,
",",O,8,crapped,punct,",",
within,O,8,crapped,prep,IN,
5,O,4,months,nummod,CD,
months,O,2,within,pobj,NNS,
",",O,8,crapped,punct,",",
the,O,7,charger,det,DT,
charger,B-ASP,8,crapped,nsubj,NN,charge ##r
crapped,B-OP,8,crapped,ROOT,VBD,crap ##ped
out,O,8,crapped,prt,RP,
on,O,8,crapped,prep,IN,
----------------------------------------------------------------,O,8,crapped,prep,IN,
me,O,10,on,pobj,PRP,
.,O,8,crapped,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
wasted,B-OP,0,Wasted,ROOT,VBD,
----------------------------------------------------------------,O,0,Wasted,ROOT,VBD,
me,O,0,Wasted,dobj,PRP,
--------------------------------,O,0,Wasted,dobj,PRP,
at,O,3,least,advmod,RB,
least,O,4,8,advmod,JJS,
8,O,5,hours,nummod,CD,
--------------------------------,O,5,hours,nummod,CD,
hours,O,0,Wasted,dobj,NNS,
of,O,5,hours,prep,IN,
