TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
I,O,1,loved,nsubj,PRP,
loved,B-OP,1,loved,ROOT,VBD,
it,O,1,loved,dobj,PRP,
then,O,1,loved,advmod,RB,
",",O,1,loved,punct,",",
but,O,1,loved,cc,CC,
unfortunately,O,11,days,advmod,RB,
it,O,11,days,nsubj,PRP,
was,O,11,days,cop,VBD,
before,O,11,days,case,IN,
the,O,11,days,det,DT,
days,O,1,loved,conj,NNS,
of,O,14,internet,case,IN,
wireless,O,14,internet,compound,NN,
internet,O,11,days,nmod,NN,
.,O,1,loved,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
while,O,4,ago,mark,IN,
about,O,2,8,advmod,IN,
8,O,3,years,nummod,CD,
years,O,4,ago,nmod:npmod,NNS,
ago,O,7,hope,advcl,RB,
",",O,7,hope,punct,",",
I,O,7,hope,nsubj,PRP,
hope,O,7,hope,ROOT,VBP,
that,O,12,changed,mark,IN,
the,O,10,quality,det,DT,
quality,B-ASP,12,changed,nsubj,NN,
has,O,12,changed,aux,VBZ,
changed,O,7,hope,ccomp,VBN,
.,O,7,hope,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,3,card,det,DT,
ATI,B-ASP,3,card,compound,NNP,at ##i
graphics,I-ASP,3,card,compound,NNS,
card,I-ASP,7,plus,nsubj,NN,
is,O,7,plus,cop,VBZ,
a,O,7,plus,det,DT,
huge,B-OP,7,plus,amod,JJ,
plus,I-OP,12,value,nummod,NN,
",",O,12,value,punct,",",
definitely,O,12,value,advmod,RB,
a,O,12,value,det,DT,
good,B-OP,12,value,amod,JJ,
value,O,12,value,ROOT,NN,
if,O,15,need,mark,IN,
you,O,15,need,nsubj,PRP,
need,O,12,value,advcl,VBP,
to,O,18,able,mark,TO,
be,O,18,able,cop,VB,
able,O,15,need,xcomp,JJ,
to,O,20,run,mark,TO,
run,O,18,able,xcomp,VB,
some,O,24,games,det,DT,
slightly,O,23,older,advmod,RB,
older,O,24,games,amod,JJR,
games,O,20,run,dobj,NNS,
that,O,31,have,dobj,IN,
a,O,29,card,det,DT,
Intel,B-ASP,29,card,compound,NNP,
built-in,I-ASP,29,card,amod,JJ,built - in
card,I-ASP,31,have,nsubj,NN,
would,O,31,have,aux,MD,
have,O,24,games,acl:relcl,VB,
trouble,O,31,have,dobj,NN,
with,O,32,trouble,nmod,IN,
",",O,24,games,punct,",",
such,O,37,Half-Life,case,JJ,
as,O,35,such,mwe,IN,
Half-Life,O,24,games,nmod,NN,half - life
2,O,37,Half-Life,nummod,CD,
or,O,37,Half-Life,cc,CC,
even,O,37,Half-Life,advmod,RB,
World,O,37,Half-Life,conj,NNP,
of,O,43,Warcraft,case,IN,
Warcraft,O,41,World,nmod,NNP,war ##craft
.,O,12,value,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
But,O,8,made,cc,CC,
when,O,3,received,mark,WRB,
I,O,3,received,nsubj,PRP,
received,O,8,made,advcl,VBD,
my,O,5,replacement,nmod:poss,PRP$,
replacement,O,3,received,dobj,NN,
",",O,8,made,punct,",",
I,O,8,made,nsubj,PRP,
made,O,8,made,ROOT,VBD,
BOTH,O,11,DVDs,det,DT,
recovery,B-ASP,11,DVDs,compound,NN,
DVDs,I-ASP,8,made,dobj,NNS,
(,O,13,4,punct,-LRB-,
4,O,11,DVDs,appos,CD,
),O,13,4,punct,-RRB-,
",",O,8,made,punct,",",
and,O,8,made,cc,CC,
a,O,19,DVD,det,DT,
driver/application,B-ASP,19,DVD,compound,NN,driver / application
DVD,I-ASP,8,made,conj,NN,
.,O,8,made,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,computer,det,DT,
computer,O,3,awful,nsubj,NN,
was,O,3,awful,cop,VBD,
awful,B-OP,3,awful,ROOT,JJ,
!,O,3,awful,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,5,product,nsubj,DT,
is,O,5,product,cop,VBZ,
my,O,5,product,nmod:poss,PRP$,
first,O,5,product,amod,JJ,
LG,O,5,product,compound,NN,l ##g
product,O,5,product,ROOT,NN,
.,O,5,product,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,found,nsubj,PRP,
have,O,2,found,aux,VBP,
found,O,2,found,ROOT,VBN,
a,O,4,lot,det,DT,
lot,O,2,found,dobj,NN,
of,O,7,sources,case,IN,
online,O,7,sources,amod,JJ,
sources,O,4,lot,nmod,NNS,
to,O,9,help,mark,TO,
help,O,2,found,advcl,VB,
me,O,9,help,dobj,PRP,
but,O,2,found,cc,CC,
think,O,2,found,conj,VB,
that,O,17,learned,mark,IN,
I,O,17,learned,nsubj,PRP,
would,O,17,learned,aux,MD,
have,O,17,learned,aux,VB,
learned,O,12,think,ccomp,VBN,
a,O,19,lot,det,DT,
lot,O,20,quicker,nmod:npmod,NN,
quicker,O,17,learned,dobj,JJR,
if,O,25,taken,mark,IN,
I,O,25,taken,nsubj,PRP,
would,O,25,taken,aux,MD,
have,O,25,taken,aux,VB,
taken,O,17,learned,advcl,VBN,
the,O,27,class,det,DT,
class,O,25,taken,dobj,NN,
.,O,2,found,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,wanted,nsubj,PRP,
wanted,O,1,wanted,ROOT,VBD,
something,O,1,wanted,dobj,NN,
that,O,4,had,nsubj,WDT,
had,O,2,something,acl:relcl,VBD,
a,O,9,processors,det,DT,
new,B-OP,9,processors,amod,JJ,
Intel,B-ASP,9,processors,compound,NNP,
Core,I-ASP,9,processors,compound,NNP,
processors,I-ASP,4,had,dobj,NNS,
and,O,9,processors,cc,CC,
HDMI,B-ASP,12,port,compound,NNP,hd ##mi
port,I-ASP,9,processors,conj,NN,
so,O,17,hook,mark,RB,
that,O,13,so,mwe,IN,
we,O,17,hook,nsubj,PRP,
could,O,17,hook,aux,MD,
hook,O,1,wanted,advcl,VB,
it,O,17,hook,dobj,PRP,
up,O,17,hook,compound:prt,RP,
directly,O,17,hook,advmod,RB,
to,O,23,TV,case,IN,
our,O,23,TV,nmod:poss,PRP$,
TV,O,17,hook,nmod,NN,
.,O,1,wanted,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Then,O,8,crapped,advmod,RB,
",",O,8,crapped,punct,",",
within,O,4,months,case,IN,
5,O,4,months,nummod,CD,
months,O,8,crapped,nmod,NNS,
",",O,8,crapped,punct,",",
the,O,7,charger,det,DT,
charger,B-ASP,8,crapped,nsubj,NN,charge ##r
crapped,B-OP,8,crapped,ROOT,VBD,crap ##ped
out,O,8,crapped,compound:prt,RP,
on,O,11,me,case,IN,
me,O,8,crapped,nmod,PRP,
.,O,8,crapped,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Wasted,B-OP,0,Wasted,ROOT,VBD,
me,O,0,Wasted,dobj,PRP,
at,O,3,least,case,IN,
least,O,4,8,nmod:npmod,JJS,
8,O,5,hours,nummod,CD,
hours,O,0,Wasted,dobj,NNS,
of,O,8,time,case,IN,
installation,B-ASP,8,time,compound,NN,
time,I-ASP,5,hours,nmod,NN,
.,O,0,Wasted,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,speed,det,DT,
speed,B-ASP,2,gives,nsubj,NN,
gives,O,2,gives,ROOT,VBZ,
you,O,2,gives,iobj,PRP,
the,O,5,power,det,DT,
power,O,2,gives,dobj,NN,
to,O,7,work,mark,TO,
work,O,5,power,acl,VB,
on,O,10,projects,case,IN,
these,O,10,projects,det,DT,
projects,O,7,work,nmod,NNS,
seamlessly,B-OP,7,work,advmod,RB,seam ##lessly
",",O,2,gives,punct,",",
and,O,2,gives,cc,CC,
multiple,O,2,gives,conj,JJ,
at,O,17,time,case,IN,
a,O,17,time,det,DT,
time,O,14,multiple,nmod,NN,
if,O,20,sowish,mark,IN,
you,O,20,sowish,nsubj,PRP,
sowish,O,2,gives,advcl,VBP,so ##wi ##sh
.,O,2,gives,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
so,O,2,called,advmod,RB,
i,O,2,called,nsubj,PRP,
called,O,2,called,ROOT,VBD,
technical,B-ASP,4,support,amod,JJ,
support,I-ASP,2,called,dobj,NN,
.,O,2,called,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,love,nsubj,PRP,
absolutely,O,2,love,advmod,RB,
love,B-OP,2,love,ROOT,VBP,
my,O,4,mac,nmod:poss,PRP$,
mac,O,2,love,dobj,NN,
!,O,2,love,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,had,nsubj,PRP,
