TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
Just,O,1,went,ATT,RB,
went,O,1,went,ROOT,VBD,
here,O,1,went,DIR3-arg,RB,
for,O,_,_,_,_,
my,O,5,girlfriends,APP,PRP$,
girlfriends,O,7,bday,APP,NNS,
23rd,O,7,bday,RSTR,JJ,
bday,O,1,went,THL,NN,b ##day
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,
exotic,B-ASP,2,food,RSTR,JJ,
food,I-ASP,5~7,presented~is,PAT-arg~ACT-arg,NN,
is,O,_,_,_,_,
beautifully,B-OP,5,presented,MANN,RB,
presented,I-OP,6~5,and~presented,CONJ.member~ROOT,VBN,
and,O,_,_,_,CC,
is,O,6~7,and~is,CONJ.member~ROOT,VBZ,
a,O,_,_,_,_,
delight,O,7,is,PAT-arg,NN,
in,O,_,_,_,_,
delicious,B-OP,12,combinations,RSTR,JJ,
combinations,O,9,delight,PAT-arg,NNS,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,
food,B-ASP,2,was,ACT-arg,NN,
was,O,2,was,ROOT,VBD,
very,O,4,good,EXT,RB,
good,B-OP,6~2,but~was,ADVS.member~PAT-arg,JJ,
",",O,_,_,_,_,
but,O,_,_,_,CC,
not,O,4~9,good~thai,CM~CM,RB,
very,O,9,thai,EXT,RB,
thai,O,2~6,was~but,PAT-arg~ADVS.member,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Do,O,_,_,_,_,
not,O,2,get,RHEM,RB,
get,O,2,get,ROOT,VB,
the,O,_,_,_,_,
Go,B-ASP,6,Hamburgers,NE,NNP,
Go,I-ASP,6,Hamburgers,NE,NNP,
Hamburgers,I-ASP,2,get,PAT-arg,NNPS,hamburger ##s
",",O,_,_,_,_,
no,O,_,_,_,_,
matter,O,_,_,_,_,
what,O,13,say,EFF-arg,WP,
the,O,_,_,_,_,
reviews,O,13,say,ACT-arg,NNS,
say,O,2,get,CRIT,VBP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Our,O,1,waiter,APP,PRP$,
waiter,B-ASP,2,was,ACT-arg,NN,
was,O,12~2,and~was,CONJ.member~ROOT,VBD,
helpful,B-OP,4~2,and~was,CONJ.member~PAT-arg,JJ,
and,O,_,_,_,CC,
charming,B-OP,2~4,was~and,PAT-arg~CONJ.member,JJ,
",",O,_,_,_,_,
the,O,_,_,_,_,
food,B-ASP,9,was,ACT-arg,NN,
was,O,12~9,and~was,CONJ.member~ROOT,VBD,
perfect,B-OP,9,was,PAT-arg,JJ,
",",O,_,_,_,_,
and,O,_,_,_,CC,
the,O,_,_,_,_,
wine,B-ASP,15,was,ACT-arg,NN,
was,O,12~15,and~was,CONJ.member~ROOT,VBD,
good,B-OP,15,was,PAT-arg,JJ,
",",O,_,_,_,_,
too,O,15,was,RHEM,RB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,
BEST,B-OP,3,food,RSTR,NNP,
Chinese,B-ASP,3,food,RSTR,JJ,
food,I-ASP,3,food,ROOT,NN,
Uptown,O,3,food,LOC,RB,
