TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
It,O,1,is,nsubj,_,,O
is,O,1,is,ROOT,_,,O
extremely,O,3,fast,advmod,_,,O
fast,B-OP,1,is,acomp,_,,OT-W\O-Path
and,O,3,fast,cc,_,,O
very,O,6,compact,advmod,_,,O
compact,B-OP,3,fast,conj,_,,OT-W\O-Path
.,O,1,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,am,nsubj,_,,O
am,O,1,am,ROOT,_,,O
very,O,3,happy,advmod,_,,O
happy,B-OP,1,am,acomp,_,,OT-W\O-Path
with,O,3,happy,prep,_,,O
this,O,6,laptop,det,_,,O
laptop,O,4,with,pobj,_,,O
.,O,1,am,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,processor,det,_,,O
processor,B-ASP,2,went,nsubj,_,,AT-W\O-Path
went,O,8,went,ccomp,_,,O
on,O,2,went,prep,_,,O
me,O,3,on,pobj,_,,O
",",O,8,went,punct,_,,O
the,O,7,fan,det,_,,O
fan,B-ASP,8,went,nsubj,_,,AT-W\O-Path
went,O,8,went,ROOT,_,,O
and,O,8,went,cc,_,,O
the,O,11,motherboard,det,_,,O
motherboard,B-ASP,12,went,nsubj,_,mother ##board,AT-W\O-Path
went,O,8,went,conj,_,,O
.,O,12,went,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,3,port,det,_,,O
AC,B-ASP,2,power,compound,_,,AT-Secondary
power,I-ASP,3,port,compound,_,,AT-Secondary
port,I-ASP,4,becomes,nsubj,_,,AT-Head
becomes,O,4,becomes,ROOT,_,,O
loose,B-OP,4,becomes,acomp,_,,"3###[""OT"", ""acomp^-1"", ""*"", ""nsubj"", ""ASP""]"
over,O,4,becomes,prep,_,,O
time,O,6,over,pobj,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,went,nsubj,_,,O
went,O,1,went,ROOT,_,,O
with,O,1,went,prep,_,,O
him,O,2,with,pobj,_,,O
and,O,1,went,cc,_,,O
we,O,6,picked,nsubj,_,,O
picked,O,1,went,conj,_,,O
this,O,8,one,det,_,,O
one,O,6,picked,dobj,_,,O
.,O,6,picked,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Despite,O,6,opted,prep,_,,O
the,O,3,weight,det,_,,O
inconvenient,B-OP,3,weight,amod,_,inc ##on ##ven ##ient,"3###[""OT"", ""amod^-1"", ""ASP""]"
weight,B-ASP,0,Despite,pobj,_,,AT-Head
",",O,6,opted,punct,_,,O
I,O,6,opted,nsubj,_,,O
opted,O,6,opted,ROOT,_,,O
for,O,6,opted,prep,_,,O
the,O,11,battery,det,_,,O
12,B-ASP,11,battery,nummod,_,,AT-W\O-Path
cell,I-ASP,11,battery,compound,_,,AT-W\O-Path
battery,I-ASP,7,for,pobj,_,,AT-W\O-Path
.,O,6,opted,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,have,nsubj,_,,O
practically,O,2,have,advmod,_,,O
have,O,2,have,ROOT,_,,O
a,O,5,laptop,det,_,,O
new,O,5,laptop,amod,_,,O
laptop,O,2,have,dobj,_,,O
with,O,5,laptop,prep,_,,O
all,O,10,fixes,predet,_,,O
the,O,10,fixes,det,_,,O
"""",O,10,fixes,punct,_,,O
fixes,O,6,with,pobj,_,fix ##es,O
"""",O,10,fixes,punct,_,,O
they,O,14,done,nsubj,_,,O
have,O,14,done,aux,_,,O
done,O,10,fixes,relcl,_,,O
!,O,2,have,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,purchased,nsubj,_,,O
purchased,O,1,purchased,ROOT,_,,O
two,O,3,laptops,nummod,_,,O
laptops,O,1,purchased,dobj,_,laptop ##s,O
(,O,3,laptops,punct,_,,O
for,O,3,laptops,prep,_,,O
my,O,7,husband,poss,_,,O
husband,O,5,for,pobj,_,,O
and,O,7,husband,cc,_,,O
16,O,10,year,nummod,_,,O
year,O,11,old,npadvmod,_,,O
old,O,12,daughter,amod,_,,O
daughter,O,7,husband,conj,_,,O
),O,3,laptops,punct,_,,O
.,O,1,purchased,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,love,nsubj,_,,O
love,B-OP,1,love,ROOT,_,,"3###[""OT"", ""dobj"", ""ASP""]"
the,O,3,keyboard,det,_,,O
keyboard,B-ASP,1,love,dobj,_,,AT-Head
.,O,1,love,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,device,det,_,,O
device,O,2,speaks,nsubj,_,,O
speaks,O,2,speaks,ROOT,_,,O
about,O,2,speaks,prep,_,,O
it,O,3,about,pobj,_,,O
self,O,2,speaks,npadvmod,_,,O
.,O,2,speaks,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Pairing,O,5,is,csubj,_,,O
it,O,0,Pairing,dobj,_,,O
with,O,0,Pairing,prep,_,,O
an,O,4,iPhone,det,_,,O
iPhone,O,2,with,pobj,_,,O
is,O,23,'s,ccomp,_,,O
a,O,10,talk,det,_,,O
pure,O,10,talk,amod,_,,O
pleasure,B-OP,10,talk,compound,_,,OT-W\O-Path
-,O,10,talk,punct,_,,O
talk,O,5,is,attr,_,,O
about,O,10,talk,prep,_,,O
painless,B-OP,13,syncing,amod,_,pain ##less,"13###[""OT"", ""amod^-1"", ""ASP""]"
syncing,B-ASP,11,about,pobj,_,sync ##ing,AT-Head
-,O,13,syncing,punct,_,,O
used,O,13,syncing,acl,_,,O
to,O,17,take,aux,_,,O
take,O,15,used,xcomp,_,,O
me,O,17,take,dobj,_,,O
forever,O,17,take,advmod,_,,O
-,O,23,'s,punct,_,,O
now,O,23,'s,advmod,_,,O
it,O,23,'s,nsubj,_,,O
's,O,23,'s,ROOT,_,' s,O
a,O,25,snap,det,_,,O
snap,O,23,'s,attr,_,,O
.,O,23,'s,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,ease,det,_,,O
ease,O,8,is,nsubj,_,,O
in,O,5,set,prep,_,,O
which,O,2,in,pobj,_,,O
you,O,5,set,nsubj,_,,O
set,O,1,ease,relcl,_,,O
everything,O,5,set,dobj,_,,O
up,O,5,set,prt,_,,O
is,O,8,is,ROOT,_,,O
such,O,8,is,acomp,_,,O
that,O,14,do,mark,_,,O
a,O,12,child,det,_,,O
child,O,14,do,nsubj,_,,O
could,O,14,do,aux,_,,O
do,O,9,such,ccomp,_,,O
it,O,14,do,dobj,_,,O
.,O,8,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
And,O,8,last,cc,_,,O
the,O,2,warranty,det,_,,O
warranty,B-ASP,8,last,nsubj,_,warrant ##y,AT-W\O-Path
on,O,2,warranty,prep,_,,O
this,O,6,pro,det,_,,O
macbook,O,6,pro,compound,_,mac ##book,O
pro,O,3,on,pobj,_,,O
can,O,8,last,aux,_,,O
last,O,8,last,ROOT,_,,O
up,O,11,5,quantmod,_,,O
to,O,11,5,quantmod,_,,O
5,O,12,years,nummod,_,,O
years,O,8,last,npadvmod,_,,O
or,O,12,years,cc,_,,O
1000,O,17,cycles,nummod,_,,O
