TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
i,O,1,got,nsubj,PRP,
got,O,1,got,ROOT,VBD,
one,O,1,got,dobj,CD,
of,O,4,these,case,IN,
these,O,2,one,nmod,DT,
to,O,6,serve,mark,TO,
serve,O,1,got,xcomp,VB,
as,O,11,player,case,IN,
a,O,11,player,det,DT,
second,O,11,player,amod,JJ,
dvd,O,11,player,compound,NN,
player,O,6,serve,nmod,NN,
in,O,14,house,case,IN,
my,O,14,house,nmod:poss,PRP$,
house,O,11,player,nmod,NN,
.,O,1,got,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
apex,O,4,responded,nsubj,NN,
has,O,4,responded,aux,VBZ,
still,O,4,responded,advmod,RB,
not,O,4,responded,neg,RB,
responded,O,4,responded,ROOT,VBN,
to,O,7,email,case,IN,
my,O,7,email,nmod:poss,PRP$,
email,O,4,responded,nmod,NN,
describing,O,4,responded,xcomp,VBG,
the,O,10,problem,det,DT,
problem,O,8,describing,dobj,NN,
after,O,14,week,case,IN,
almost,O,14,week,advmod,RB,
a,O,14,week,det,DT,
week,O,8,describing,nmod,NN,
and,O,4,responded,cc,CC,
their,O,19,line,nmod:poss,PRP$,
customer,B-ASP,19,line,compound,NN,
service,I-ASP,19,line,compound,NN,
line,I-ASP,22,busy,nsubj,NN,
is,O,22,busy,cop,VBZ,
always,O,22,busy,advmod,RB,
busy,B-OP,4,responded,conj,JJ,
.,O,4,responded,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
to,O,1,keep,mark,TO,
keep,O,7,cheaper,advcl,VB,
it,O,1,keep,dobj,PRP,
short,O,1,keep,xcomp,JJ,
",",O,7,cheaper,punct,",",
this,O,7,cheaper,nsubj,DT,
is,O,7,cheaper,cop,VBZ,
cheaper,O,7,cheaper,ROOT,JJR,
",",O,7,cheaper,punct,",",
and,O,7,cheaper,cc,CC,
in,O,12,opinion,case,IN,
my,O,12,opinion,nmod:poss,PRP$,
opinion,O,15,choice,nmod,NN,
a,O,15,choice,det,DT,
better,O,15,choice,amod,JJR,
choice,O,7,cheaper,conj,NN,
than,O,18,ipod,case,IN,
an,O,18,ipod,det,DT,
ipod,O,15,choice,nmod,NN,
.,O,7,cheaper,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,longest,det,DT,
longest,O,11,days,nsubj,JJS,
that,O,6,charged,mark,WDT,
i,O,6,charged,nsubj,PRP,
have,O,6,charged,aux,VBP,
n't,O,6,charged,neg,RB,n ' t
charged,O,1,longest,acl:relcl,VBN,
it,O,6,charged,dobj,PRP,
was,O,11,days,cop,VBD,
maybe,O,10,3,advmod,RB,
3,O,11,days,nummod,CD,
days,O,11,days,ROOT,NNS,
and,O,11,days,cc,CC,
that,O,15,turning,nsubj,DT,
's,O,15,turning,aux,VBZ,' s
