TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
i,O,1,got,ARG1,PRP,
got,O,1,got,ROOT,VBD,
one,O,6~1,serve~got,ARG1~ARG2,CD,
of,O,_,_,_,_,
these,O,2,one,part,DT,
to,O,_,_,_,_,
serve,O,1,got,ARG3,VB,
as,O,_,_,_,_,
a,O,_,_,_,DT,
second,O,_,_,_,JJ,
dvd,O,_,_,_,NN,
player,O,9~6~10~8~12,second~serve~dvd~a~in,ARG1~ARG2~compound~BV~ARG1,NN,
in,O,_,_,_,IN,
my,O,_,_,_,PRP$,
house,O,12~13,in~my,ARG2~poss,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
apex,O,4,responded,ARG1,NN,
has,O,_,_,_,_,
still,O,_,_,_,RB,
not,O,2~3,still~not,ARG1~ROOT,RB,
responded,O,11~3,after~not,ARG1~neg,VBN,
to,O,_,_,_,_,
my,O,_,_,_,PRP$,
email,O,6~4~8,my~responded~describing,poss~ARG2~ARG1,NN,
describing,O,_,_,_,VBG,
the,O,_,_,_,DT,
problem,O,8~9,describing~the,ARG2~BV,NN,
after,O,_,_,_,IN,
almost,O,_,_,_,_,
a,O,_,_,_,DT,
week,O,11~13,after~a,ARG2~ARG1,NN,
and,O,_,_,_,_,
their,O,_,_,_,PRP$,
customer,B-ASP,_,_,_,NN,
service,I-ASP,17,customer,compound,NN,
line,I-ASP,16~22~18,their~busy~service,poss~ARG1~compound,NN,
is,O,_,_,_,_,
always,O,_,_,_,RB,
busy,B-OP,21~3,always~not,ARG1~_and_c,JJ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
to,O,0,to,ROOT,TO,
keep,O,0,to,ARG2,VB,
it,O,1~3,keep~short,ARG2~ARG1,PRP,
short,O,1,keep,ARG3,JJ,
",",O,_,_,_,_,
this,O,7~1,cheaper~keep,ARG1~ARG1,DT,
is,O,_,_,_,_,
cheaper,O,0,to,ARG1,JJR,
",",O,_,_,_,_,
and,O,0,to,conj,CC,
in,O,9,and,ARG2,IN,
my,O,_,_,_,PRP$,
opinion,O,10~11,in~my,ARG2~poss,NN,
a,O,_,_,_,DT,
better,O,_,_,_,JJR,
choice,O,14~13~10,better~a~in,ARG1~BV~ARG1,NN,
than,O,_,_,_,_,
an,O,_,_,_,DT,
ipod,O,14~17,better~an,than~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,
longest,O,0~8,the~was,BV~ARG1,JJS,
that,O,_,_,_,_,
i,O,6,charged,ARG1,WDT,
have,O,_,_,_,_,
n't,O,_,_,_,RB,n ' t
charged,O,5,n't,neg,VBN,
it,O,6,charged,ARG2,PRP,
was,O,8,was,ROOT,VBD,
maybe,O,_,_,_,_,
3,O,_,_,_,CD,
days,O,10~8,3~was,ARG1~ARG2,NNS,
and,O,_,_,_,_,
that,O,15,turning,ARG1,WDT,
's,O,_,_,_,_,' s
turning,O,8~19~21,was~now~then,_and_c~loc~loc,VBG,
it,O,15,turning,ARG2,PRP,
off,O,_,_,_,_,
every,O,_,_,_,DT,
now,O,18,every,BV,RB,
and,O,_,_,_,_,
then,O,19,now,_and_c,RB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
at,O,_,_,_,IN,
this,O,_,_,_,DT,
time,O,0~1,at~this,ARG2~BV,NN,
",",O,_,_,_,_,
i,O,7~5,turn~decided,ARG1~ARG1,PRP,
decided,O,0~5,at~decided,ARG1~ROOT,VBD,
to,O,_,_,_,_,
turn,O,5,decided,ARG2,VB,
the,O,_,_,_,DT,
player,O,8~7,the~turn,BV~ARG2,NN,
on,O,_,_,_,_,
",",O,_,_,_,_,
and,O,_,_,_,_,
much,O,14,to,mwe,RB,
to,O,_,_,_,TO,
my,O,_,_,_,PRP$,
