aspect,sentence,layer_00_tsne_x,layer_00_tsne_y,layer_01_tsne_x,layer_01_tsne_y,layer_02_tsne_x,layer_02_tsne_y,layer_03_tsne_x,layer_03_tsne_y,layer_04_tsne_x,layer_04_tsne_y,layer_05_tsne_x,layer_05_tsne_y,layer_06_tsne_x,layer_06_tsne_y,layer_07_tsne_x,layer_07_tsne_y,layer_08_tsne_x,layer_08_tsne_y,layer_09_tsne_x,layer_09_tsne_y,layer_10_tsne_x,layer_10_tsne_y,layer_11_tsne_x,layer_11_tsne_y,layer_12_tsne_x,layer_12_tsne_y,f1,target,pred,domain,id,aspect,sentence,layer_00_tsne_x,layer_00_tsne_y,layer_01_tsne_x,layer_01_tsne_y,layer_02_tsne_x,layer_02_tsne_y,layer_03_tsne_x,layer_03_tsne_y,layer_04_tsne_x,layer_04_tsne_y,layer_05_tsne_x,layer_05_tsne_y,layer_06_tsne_x,layer_06_tsne_y,layer_07_tsne_x,layer_07_tsne_y,layer_08_tsne_x,layer_08_tsne_y,layer_09_tsne_x,layer_09_tsne_y,layer_10_tsne_x,layer_10_tsne_y,layer_11_tsne_x,layer_11_tsne_y,layer_12_tsne_x,layer_12_tsne_y,f1,target,pred,domain,id
0,beer,instead ordered an ice cold beer which to me works with indian .,2.6922072999999997,58.17021999999999,31.284470000000002,12.444291999999999,21.36083,75.20251,12.421365,71.206154,28.372053,66.84829,34.673473,60.4557,34.87623,57.266780000000004,29.750572,35.19308,42.68492,67.797165,-30.016754,79.43898,-19.525412,52.7429,-10.003287,50.140816,-22.983774,80.01419,0.0,O O O O O B-ASP O O O O O O O,O O O O O O O O O O O O O,restaurants,0
1,server,the server was really cool and served us our food and drinks with a smile .,20.197344,-33.461884000000005,-45.876892,21.620279999999998,-45.800746999999994,-3.5333997999999998,-41.868633,-6.290868,-58.32941999999999,-9.7832985,-63.20985400000001,-9.334619,-68.46961999999999,13.169970000000001,-66.792564,-6.7950800000000005,-65.14777,-1.6109045,-26.32627,-3.185105,-22.879085999999997,7.2019953999999995,-52.711707999999994,1.8487161,-25.89224,-1.9478592000000001,1.0,O B-ASP O O B-OP O O O O O O O O O O O,O B-ASP O O B-OP O O O O O O O O O O O,restaurants,1
2,specials,they do n't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai .,11.922225,-5.2148404,22.60922,-0.81860316,-37.218685,37.8443,35.603733,26.416396999999996,16.148512,25.151718,19.154303,21.543072,5.335451,25.304835999999998,2.9039946,23.61825,11.212441,15.092573000000002,-0.52989596,26.885637,8.547166,29.968231,21.922928,40.62424,-29.841875,38.431362,0.0,O O O O O O O O O B-ASP O O B-ASP O O O O O O B-OP B-ASP O,O O O O O O O O O O O O O O O O O O O O O O,restaurants,2
3,ingredients,they do n't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai .,17.619968,8.207377000000001,3.3637032999999996,10.982941,3.4599699999999998,26.095356,27.163176,22.378270999999998,11.318916999999999,16.037032999999997,13.041632,12.95551,2.5603442000000003,7.284453,10.627363,15.864011999999999,23.865181,11.410245,34.95346,19.515717000000002,57.220535,7.527703,26.847328000000005,18.025963,24.780243,25.578737,0.0,O O O O O O O O O B-ASP O O B-ASP O O O O O O B-OP B-ASP O,O O O O O O O O O O O O O O O O O O O O O O,restaurants,2
4,thai,they do n't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai .,27.575563,20.056675,26.143720000000002,50.533159999999995,12.0897665,52.60573,19.180173999999997,45.721226,23.475285,46.91922,41.887512,43.05855,43.41026,42.122279999999996,47.58798,44.12635,48.006209999999996,45.17757,31.534288,30.386383000000002,-0.9591735,60.16585500000001,-31.660725,28.764246000000004,-27.233010999999998,42.889313,0.0,O O O O O O O O O B-ASP O O B-ASP O O O O O O B-OP B-ASP O,O O O O O O O O O O O O O O O O O O O O O O,restaurants,2
5,food,"also , specify if you like your food spicy - its rather bland if you do n't .",11.608486,17.127186,1.0875587,52.462315000000004,22.193516,33.661697,10.843156,39.83675,-20.489979,34.712383,-11.086742999999998,29.659908,-18.95589,42.189037,-8.637651,56.231514000000004,-1.9350685,62.042065,-14.122264999999999,53.63978,-21.557344,65.46559,10.558166499999999,53.98559,-14.999061,55.057469999999995,0.5,O O O O O O O B-ASP O O O O B-OP O O O O O,O O O O O O O O B-OP O O O B-OP O O O O O,restaurants,3
6,hostess,the hostess was very pleasant .,37.19712,-34.693382,-41.240565999999994,26.393448,-51.842575,-7.077252400000001,-50.17622,-8.439248,-68.50842,-8.292503,-76.002045,-9.591543,-77.10403000000001,15.031588000000001,-77.81183,-12.696089,-73.52235,-5.8936477,-30.717762,-8.970481,-25.632360000000002,2.569274,-58.218353,0.9778241,-30.241144,7.9784174,0.6666666666666666,O B-ASP O O B-OP O,O O O O B-OP O,restaurants,4
7,price,"but when you are seated the waitresses are great , they explain everything on the menu , and the price of the food is really cheap for the service you get .",-53.73197,-54.135372,-4.6196423,-82.28375,-13.243826,-69.89056,-6.6020026,-73.51657,-0.9715878000000001,-74.604866,-4.2044377,-74.97822,10.089648,-80.59324000000001,-0.24061769,-80.640785,-6.1130830000000005,-81.0473,10.968505,-80.73621999999999,-12.557215,-86.06651,44.886967,-51.31134,59.609337,-20.73544,1.0,O O O O O O B-ASP O B-OP O O O O O O O O O O B-ASP O O O O O B-OP O O B-ASP O O O,O O O O O O B-ASP O B-OP O O O O O O O O O O B-ASP O O O O O B-OP O O B-ASP O O O,restaurants,5
8,service,"but when you are seated the waitresses are great , they explain everything on the menu , and the price of the food is really cheap for the service you get .",-40.34205,37.37636,65.42265,-18.310568,63.79926700000001,-11.874403,72.085236,-21.50816,68.64345,-15.561626,71.66114,-30.439123,73.99927,-18.40001,57.29294,-24.356438,57.54383000000001,-52.29697,-37.91868,-64.29841,-28.984106,-33.19048,-7.850038499999999,-6.772989999999999,-36.331103999999996,-31.312706,1.0,O O O O O O B-ASP O B-OP O O O O O O O O O O B-ASP O O O O O B-OP O O B-ASP O O O,O O O O O O B-ASP O B-OP O O O O O O O O O O B-ASP O O O O O B-OP O O B-ASP O O O,restaurants,5
9,service,"the service is always bad though , do n't expect much of anything from your server , and i would not recommend bringing a date here either .",-29.085884000000004,54.17148,72.69674,-6.0787888,56.975680000000004,-7.6634974,64.933205,-8.663197,60.169067000000005,-1.9051557000000001,56.920128000000005,-8.840825,51.526352,-1.4127947,40.786575,-14.348434,35.314102,-20.075212,-15.251112,-35.337917,-2.2744142999999997,-21.947796,-11.412099000000001,-27.431044,-26.548908,-56.688083999999996,0.7499999999999999,O B-ASP O O B-OP O O O O B-OP O O O O O B-ASP O O O O O B-OP O O O O O O,O B-ASP O O B-OP O O O O O O O O O O O O O O O O I-OP O O O O O O,restaurants,6
