TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
The,O,1,food,det,DT,
food,B-ASP,3,good,nsubj,NN,
was,O,3,good,cop,VBD,
good,B-OP,3,good,ROOT,JJ,
",",O,3,good,punct,",",
the,O,7,prompt,det,DT,
service,B-ASP,7,prompt,compound,NN,
prompt,B-OP,3,good,conj,NN,
",",O,3,good,punct,",",
and,O,3,good,cc,CC,
the,O,11,price,det,DT,
price,B-ASP,13,reasonable,nsubj,NN,
very,O,13,reasonable,advmod,RB,
reasonable,B-OP,3,good,conj,JJ,
.,O,3,good,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,need,nsubj,PRP,
need,O,1,need,ROOT,VBP,
at,O,3,least,case,IN,
least,O,4,three,nmod:npmod,JJS,
three,O,5,rolls,nummod,CD,
rolls,B-ASP,1,need,dobj,NNS,
to,O,8,full,mark,TO,
be,O,8,full,cop,VB,
full,O,1,need,xcomp,JJ,
",",O,1,need,punct,",",
and,O,1,need,cc,CC,
that,O,15,$,nsubj,DT,
's,O,15,$,cop,VBZ,' s
at,O,14,least,case,IN,
least,O,15,$,nmod:npmod,JJS,
$,O,1,need,conj,$,
14.00,O,15,$,nummod,CD,14 . 00
!,O,1,need,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Give,O,8,French,advcl,VB,
it,O,0,Give,iobj,PRP,
a,O,3,try,det,DT,
try,O,0,Give,dobj,NN,
",",O,8,French,punct,",",
menu,B-ASP,8,French,nsubj,NN,
is,O,8,French,cop,VBZ,
typical,O,8,French,amod,JJ,
French,O,8,French,ROOT,JJ,
but,O,8,French,cc,CC,
varied,B-OP,8,French,conj,VBN,
.,O,8,French,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,5,forgot,nsubj,PRP,
was,O,5,forgot,cop,VBD,
like,O,5,forgot,mark,IN,
the,O,4,servers,det,DT,
servers,B-ASP,5,forgot,nsubj,NNS,
forgot,B-OP,5,forgot,ROOT,VBD,
that,O,9,worked,mark,IN,
they,O,9,worked,nsubj,PRP,
actually,O,9,worked,advmod,RB,
worked,O,5,forgot,ccomp,VBD,
there,O,9,worked,advmod,RB,
and,O,9,worked,cc,CC,
instead,O,13,wanted,advmod,RB,
wanted,O,9,worked,conj,VBD,
to,O,15,hang,mark,TO,
hang,O,13,wanted,xcomp,VB,
out,O,15,hang,compound:prt,RP,
and,O,15,hang,cc,CC,
be,O,19,cool,cop,VB,
cool,O,15,hang,conj,JJ,
.,O,5,forgot,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Our,O,1,food,nmod:poss,PRP$,
food,B-ASP,3,great,nsubj,NN,
was,O,3,great,cop,VBD,
great,B-OP,3,great,ROOT,JJ,
too,O,3,great,advmod,RB,
!,O,3,great,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Out,O,3,hundreds,case,IN,
of,O,3,hundreds,case,IN,
the,O,3,hundreds,det,DT,
hundreds,O,14,best,nmod,NNS,
of,O,6,restaurants,case,IN,
Italian,O,6,restaurants,amod,JJ,
restaurants,O,3,hundreds,nmod,NNS,
in,O,8,Queens,case,IN,
Queens,O,3,hundreds,nmod,NNPS,
",",O,14,best,punct,",",
this,O,14,best,nsubj,DT,
is,O,14,best,cop,VBZ,
among,O,14,best,case,IN,
the,O,14,best,det,DT,
best,B-OP,14,best,ROOT,JJS,
.,O,14,best,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Not,O,3,place,neg,RB,
a,O,3,place,det,DT,
great,B-OP,3,place,amod,JJ,
place,B-ASP,3,place,ROOT,NN,
for,O,8,dining,case,IN,
family,O,8,dining,compound,NN,
or,O,5,family,cc,CC,
general,O,5,family,conj,JJ,
dining,O,3,place,nmod,NN,
.,O,3,place,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
No,O,2,snobs,neg,DT,
food,B-ASP,2,snobs,compound,NN,
snobs,O,3,allowed,nsubj,NNS,s ##nob ##s
allowed,O,3,allowed,ROOT,VBD,
",",O,9,people,punct,",",
this,O,6,place,det,DT,
place,O,9,people,nsubj,NN,
is,O,9,people,cop,VBZ,
for,O,9,people,case,IN,
people,O,3,allowed,dobj,NNS,
who,O,11,appreciate,nsubj,WP,
appreciate,O,9,people,acl:relcl,VBP,
good,B-OP,13,food,amod,JJ,
food,B-ASP,11,appreciate,dobj,NN,
.,O,3,allowed,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
But,O,9,find,cc,CC,
for,O,4,Shabu,case,IN,
the,O,4,Shabu,det,DT,
Shabu,B-ASP,4,Shabu,compound,NNP,sha ##bu
Shabu,I-ASP,9,find,nmod,NNP,sha ##bu
",",O,9,find,punct,",",
you,O,9,find,nsubj,PRP,
wo,O,9,find,aux,MD,
n't,O,9,find,neg,RB,n ' t
find,O,9,find,ROOT,VB,
much,O,11,better,advmod,RB,
better,B-OP,9,find,xcomp,RBR,
in,O,13,NY,case,IN,
NY,O,9,find,nmod,NNP,
.,O,9,find,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,place,det,DT,
place,O,2,has,nsubj,NN,
has,O,2,has,ROOT,VBZ,
the,O,6,style,det,DT,
best,B-OP,6,style,amod,JJS,
Chinese,O,6,style,amod,JJ,
style,O,8,ribs,compound,NN,
BBQ,B-ASP,8,ribs,compound,NN,bb ##q
ribs,I-ASP,2,has,dobj,NNS,
in,O,11,city,case,IN,
the,O,11,city,det,DT,
city,O,8,ribs,nmod,NN,
.,O,2,has,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,food,det,DT,
food,B-ASP,3,great,nsubj,NN,
is,O,3,great,cop,VBZ,
great,B-OP,3,great,ROOT,JJ,
",",O,3,great,punct,",",
I,O,6,love,nsubj,PRP,
love,B-OP,3,great,parataxis,VBP,
their,O,8,dumplings,nmod:poss,PRP$,
dumplings,B-ASP,6,love,dobj,NNS,dump ##lings
",",O,8,dumplings,punct,",",
cold,B-ASP,12,noodles,amod,JJ,
