TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
I,O,5,user,nsubj,PRP,
've,O,5,user,aux,VBP,' ve
been,O,5,user,cop,VBN,
a,O,5,user,det,DT,
PC,O,5,user,compound,NN,
user,O,5,user,ROOT,NN,
and,O,5,user,cc,CC,
I,O,10,switched,nsubj,PRP,
just,O,10,switched,advmod,RB,
finally,O,10,switched,advmod,RB,
switched,O,5,user,conj,VBD,
and,O,5,user,cc,CC,
I,O,15,going,nsubj,PRP,
am,O,15,going,aux,VBP,
never,O,15,going,neg,RB,
going,O,5,user,conj,VBG,
back,O,15,going,advmod,RB,
.,O,5,user,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
PDF,O,1,files,compound,NN,
files,O,4,viewed,nsubjpass,NNS,
can,O,4,viewed,aux,MD,
be,O,4,viewed,auxpass,VB,
viewed,O,4,viewed,ROOT,VBN,
instantly,O,4,viewed,advmod,RB,
.,O,4,viewed,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
So,O,1,what,advmod,RB,
what,O,1,what,ROOT,WP,
if,O,6,look,mark,IN,
the,O,5,phones,det,DT,
laptops/mobile,O,5,phones,amod,JJ,laptop ##s / mobile
phones,O,6,look,nsubj,NNS,
look,O,1,what,advcl,VBP,
chic,B-OP,6,look,xcomp,JJ,chi ##c
and,O,7,chic,cc,CC,
cool,B-OP,7,chic,conj,JJ,
?,O,1,what,punct,.,
The,O,16,terrible,dep,DT,
after,B-ASP,16,terrible,mark,IN,
sales,I-ASP,14,support,compound,NNS,
support,I-ASP,16,terrible,nsubj,NN,
is,O,16,terrible,cop,VBZ,
terrible,B-OP,16,terrible,ROOT,JJ,
.,O,16,terrible,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
About,O,1,2,advmod,IN,
2,O,2,months,nummod,CD,
months,O,3,ago,nmod:npmod,NNS,
ago,O,5,bought,advmod,RB,
i,O,5,bought,nsubj,PRP,
bought,O,5,bought,ROOT,VBD,
the,O,9,pro,det,DT,
2011,O,9,pro,nummod,CD,
macbook,O,9,pro,compound,NN,mac ##book
pro,O,5,bought,dobj,FW,
",",O,9,pro,punct,",",
which,O,14,upgrade,nsubj,WDT,
was,O,14,upgrade,cop,VBD,
an,O,14,upgrade,det,DT,
upgrade,O,9,pro,acl:relcl,NN,
from,O,19,pro,case,IN,
my,O,19,pro,nmod:poss,PRP$,
2010,O,19,pro,nummod,CD,
macbook,O,19,pro,compound,NNP,mac ##book
pro,O,14,upgrade,nmod,FW,
.,O,5,bought,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,had,nsubj,PRP,
've,O,2,had,aux,VBP,' ve
had,O,2,had,ROOT,VBN,
a,O,5,laptop,det,DT,
Toshiba,O,5,laptop,compound,NNP,to ##shi ##ba
laptop,O,2,had,dobj,NN,
in,O,8,past,case,IN,
the,O,8,past,det,DT,
past,O,2,had,nmod,NN,
;,O,2,had,punct,:,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
They,O,1,removed,nsubj,PRP,
removed,O,1,removed,ROOT,VBD,
them,O,1,removed,dobj,PRP,
and,O,1,removed,cc,CC,
returned,O,1,removed,conj,VBD,
the,O,6,computer,det,DT,
computer,O,4,returned,dobj,NN,
to,O,8,me,case,IN,
me,O,4,returned,nmod,PRP,
.,O,1,removed,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Ease,B-OP,5,one,nsubj,NN,
of,O,2,use,case,IN,
use,B-ASP,0,Ease,nmod,NN,
is,O,5,one,cop,VBZ,
just,O,5,one,advmod,RB,
one,O,5,one,ROOT,CD,
of,O,8,benefits,case,IN,
the,O,8,benefits,det,DT,
benefits,O,5,one,nmod,NNS,
I,O,10,love,nsubj,PRP,
love,B-OP,8,benefits,acl:relcl,VBP,
about,O,13,Mac,case,IN,
my,O,13,Mac,nmod:poss,PRP$,
Mac,O,10,love,nmod,NNP,
.,O,5,one,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Other,O,6,have,advmod,JJ,
than,O,2,that,case,IN,
that,O,6,have,nmod,IN,
I,O,6,have,nsubj,PRP,
do,O,6,have,aux,VBP,
n't,O,6,have,neg,RB,n ' t
have,O,6,have,ROOT,VB,
one,O,8,complaint,nummod,CD,
complaint,O,6,have,dobj,NN,
in,O,11,world,case,IN,
the,O,11,world,det,DT,
world,O,8,complaint,nmod,NN,
!,O,6,have,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,speed,det,DT,
speed,B-ASP,3,fine,nsubj,NN,
is,O,3,fine,cop,VBZ,
fine,B-OP,3,fine,ROOT,JJ,
.,O,3,fine,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Also,O,2,portable,advmod,RB,
is,O,2,portable,cop,VBZ,
portable,B-OP,2,portable,ROOT,JJ,
and,O,2,portable,cc,CC,
reliable,B-OP,2,portable,conj,JJ,
.,O,2,portable,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,wanted,nsubj,PRP,
also,O,2,wanted,advmod,RB,
wanted,O,2,wanted,ROOT,VBD,
Windows,B-ASP,2,wanted,dobj,NNS,
7,I-ASP,3,Windows,nummod,CD,
",",O,3,Windows,punct,",",
which,O,9,has,dobj,WDT,
this,O,8,one,det,DT,
one,O,9,has,nsubj,NN,
has,O,3,Windows,acl:relcl,VBZ,
.,O,2,wanted,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,4,machine,nsubj,DT,
is,O,4,machine,cop,VBZ,
a,O,4,machine,det,DT,
great,B-OP,4,machine,amod,JJ,
machine,O,4,machine,ROOT,NN,
!,O,4,machine,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
None,O,6,knew,nsubj,NN,
of,O,3,techs,case,IN,
the,O,3,techs,det,DT,
techs,B-ASP,0,None,nmod,NNS,tech ##s
at,I-ASP,5,HP,case,IN,
HP,I-ASP,3,techs,nmod,NNP,
knew,O,6,knew,ROOT,VBD,
what,O,10,doing,dobj,WP,
they,O,10,doing,nsubj,PRP,
were,O,10,doing,aux,VBD,
doing,O,6,knew,ccomp,VBG,
.,O,6,knew,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,Awesomest,det,DT,
Awesomest,B-OP,1,Awesomest,ROOT,JJS,awesome ##st
of,O,4,awesomest,case,IN,
the,O,4,awesomest,det,DT,
awesomest,B-OP,1,Awesomest,nmod,JJS,awesome ##st
.,O,1,Awesomest,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,had,nsubj,PRP,
had,O,1,had,ROOT,VBD,
to,O,3,adjust,mark,TO,
adjust,O,1,had,xcomp,VB,
my,O,6,sensitivity,nmod:poss,PRP$,
mousepad,B-ASP,6,sensitivity,compound,NN,mouse ##pad
sensitivity,I-ASP,3,adjust,dobj,NN,
",",O,1,had,punct,",",
because,O,12,sensitive,mark,IN,
it,O,12,sensitive,nsubj,PRP,
is,O,12,sensitive,cop,VBZ,
very,O,12,sensitive,advmod,RB,
sensitive,B-OP,1,had,advcl,JJ,
.,O,1,had,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,3,part,det,DT,
most,O,2,amazing,advmod,RBS,
amazing,B-OP,3,part,amod,JJ,
part,O,12,startup,nsubj,NN,
to,O,5,me,case,IN,
me,O,3,part,nmod,PRP,
as,O,9,user,case,IN,
a,O,9,user,det,DT,
PC,O,9,user,compound,NN,
user,O,3,part,nmod,NN,
is,O,12,startup,cop,VBZ,
the,O,12,startup,det,DT,
startup,O,12,startup,ROOT,NN,
and,O,12,startup,cc,CC,
shutdown,O,12,startup,conj,NN,shut ##down
times,O,12,startup,conj,NNS,
-,O,12,startup,punct,",",
and,O,12,startup,cc,CC,
the,O,19,fact,det,DT,
fact,O,12,startup,conj,NN,
that,O,24,have,mark,IN,
you,O,24,have,nsubj,PRP,
very,O,23,rarely,advmod,RB,
rarely,O,24,have,advmod,RB,
have,O,19,fact,ccomp,VBP,
to,O,26,restart,mark,TO,
restart,O,24,have,xcomp,VB,
the,O,28,thing,det,DT,
thing,O,26,restart,dobj,NN,
.,O,12,startup,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,2,supports,nsubj,PRP,
completely,O,2,supports,advmod,RB,
supports,O,2,supports,ROOT,VBZ,
my,O,5,business,nmod:poss,PRP$,
home,O,5,business,compound,NN,
business,O,2,supports,dobj,NN,
and,O,5,business,cc,CC,
personal,O,8,life,amod,JJ,
life,O,5,business,conj,NN,
.,O,2,supports,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,took,nsubj,PRP,
took,O,1,took,ROOT,VBD,
the,O,3,computer,det,DT,
computer,O,1,took,dobj,NN,
into,O,6,Buy,case,IN,
Best,O,6,Buy,amod,JJS,
Buy,O,1,took,nmod,NNP,
where,O,9,purchased,advmod,WRB,
I,O,9,purchased,nsubj,PRP,
purchased,O,1,took,advcl,VBD,
it,O,9,purchased,dobj,PRP,
and,O,1,took,cc,CC,
they,O,13,kept,nsubj,PRP,
kept,O,1,took,conj,VBD,
it,O,13,kept,dobj,PRP,
over,O,16,night,case,IN,
night,O,13,kept,nmod,NN,
to,O,18,study,mark,TO,
study,O,13,kept,advcl,VB,
it,O,18,study,dobj,PRP,
.,O,1,took,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,2,thing,det,DT,
only,O,2,thing,amod,JJ,
thing,O,10,broad,nsubj,NN,
that,O,5,have,dobj,WDT,
I,O,5,have,nsubj,PRP,
have,O,2,thing,acl:relcl,VBP,
",",O,10,broad,punct,",",
is,O,10,broad,cop,VBZ,
the,O,10,broad,det,DT,
key,B-ASP,10,broad,amod,JJ,
broad,I-ASP,14,dark,nsubj,NNP,
is,O,14,dark,cop,VBZ,
a,O,13,little,det,DT,
little,O,14,dark,nmod:npmod,JJ,
dark,B-OP,21,help,ccomp,NN,
to,O,16,see,mark,TO,
see,O,14,dark,advcl,VB,
the,O,18,letters,det,DT,
letters,O,16,see,dobj,NNS,
",",O,21,help,punct,",",
would,O,21,help,aux,MD,
help,O,21,help,ROOT,VB,
if,O,27,lighter,mark,IN,
it,O,27,lighter,nsubj,PRP,
was,O,27,lighter,cop,VBD,
a,O,26,little,det,DT,
little,O,27,lighter,nmod:npmod,RB,
lighter,O,21,help,advcl,JJR,
then,O,30,is,advmod,RB,
it,O,30,is,nsubj,PRP,
is,O,21,help,ccomp,VBZ,
.,O,21,help,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,1,doesnt,nsubj,PRP,
doesnt,O,1,doesnt,ROOT,VBZ,doesn ##t
work,B-ASP,1,doesnt,dobj,VB,
worth,B-OP,2,work,advmod,IN,
a,O,5,damn,det,DT,
damn,O,2,work,nmod:npmod,NN,
.,O,1,doesnt,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Microsoft,O,1,seems,nsubj,NNP,
seems,O,1,seems,ROOT,VBZ,
to,O,4,unable,mark,TO,
be,O,4,unable,cop,VB,
unable,B-OP,1,seems,xcomp,JJ,
to,O,6,keep,mark,TO,
keep,O,4,unable,xcomp,VB,
up,O,6,keep,compound:prt,RP,
with,O,9,repairs,case,IN,
repairs,O,6,keep,nmod,NNS,
for,O,12,multitude,case,IN,
the,O,12,multitude,det,DT,
multitude,O,9,repairs,nmod,NN,
of,O,15,problems,case,IN,
windows,B-ASP,15,problems,compound,NNS,
problems,O,12,multitude,nmod,NNS,
.,O,1,seems,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Thanks,O,0,Thanks,ROOT,NN,
for,O,4,shipment,case,IN,
the,O,4,shipment,det,DT,
fast,B-OP,4,shipment,amod,JJ,
shipment,B-ASP,0,Thanks,nmod,NN,
and,O,4,shipment,cc,CC,
great,B-OP,7,price,amod,JJ,
price,B-ASP,4,shipment,conj,NN,
.,O,0,Thanks,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,processor,det,DT,
processor,B-ASP,2,screams,nsubj,NN,
screams,B-OP,2,screams,ROOT,VBZ,
",",O,2,screams,punct,",",
and,O,2,screams,cc,CC,
because,O,9,way,case,IN,
of,O,5,because,mwe,IN,
the,O,9,way,det,DT,
unique,B-OP,9,way,amod,JJ,
way,O,2,screams,conj,NN,
that,O,21,routed,mark,WRB,
Apple,O,12,OSX,compound,NNP,
OSX,B-ASP,21,routed,nsubjpass,NNP,os ##x
16,I-ASP,14,functions,nummod,CD,
functions,O,12,OSX,dep,NNS,
",",O,21,routed,punct,",",
most,O,21,routed,nsubjpass,JJS,
of,O,19,graphics,case,IN,
the,O,19,graphics,det,DT,
graphics,B-ASP,16,most,nmod,NNS,
are,O,21,routed,auxpass,VBP,
routed,O,9,way,acl:relcl,VBN,
through,O,24,hardware,case,IN,
the,O,24,hardware,det,DT,
hardware,B-ASP,21,routed,nmod,NN,
rather,O,28,software,case,RB,
than,O,25,rather,mwe,IN,
the,O,28,software,det,DT,
software,B-ASP,21,routed,nmod,NN,
.,O,2,screams,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Who,O,3,love,nsubj,WP,
could,O,3,love,aux,MD,
n't,O,3,love,neg,RB,n ' t
love,B-OP,3,love,ROOT,VB,
a,O,6,burner,det,DT,
DVD,O,6,burner,compound,NNP,
burner,O,3,love,dobj,NN,burn ##er
",",O,6,burner,punct,",",
80-gigabyte,O,9,HD,amod,JJ,80 - gig ##aby ##te
HD,B-ASP,6,burner,conj,NNP,
",",O,6,burner,punct,",",
and,O,6,burner,cc,CC,
fairly,O,13,new,advmod,RB,
new,B-OP,15,chip,amod,JJ,
graphics,B-ASP,15,chip,compound,NNS,
chip,I-ASP,6,burner,conj,NN,
?,O,3,love,punct,.,
As,O,20,discovered,mark,IN,
I,O,20,discovered,nsubj,PRP,
soon,O,20,discovered,advmod,RB,
discovered,O,25,is,advcl,VBD,
",",O,25,is,punct,",",
though,O,25,is,advmod,RB,
",",O,25,is,punct,",",
there,O,25,is,expl,EX,
is,O,25,is,ROOT,VBZ,
a,O,27,reason,det,DT,
reason,O,25,is,nsubj,NN,
for,O,29,which,case,IN,
which,O,35,cost,nmod,WDT,
similarly-configured,O,31,Sony,amod,JJ,similarly - configured
Sony,O,35,cost,nsubj,NNP,
and,O,31,Sony,cc,CC,
Toshiba,O,34,machines,compound,NNP,to ##shi ##ba
machines,O,31,Sony,conj,NNS,
cost,O,27,reason,acl:relcl,VBP,
more,O,35,cost,advmod,JJR,
:,O,25,is,punct,:,
they,O,39,use,nsubj,PRP,
use,O,25,is,parataxis,VBP,
higher-quality,B-OP,41,components,amod,JJR,higher - quality
components,B-ASP,39,use,dobj,NNS,
that,O,44,faster,nsubj,WDT,
are,O,44,faster,cop,VBP,
faster,B-OP,41,components,acl:relcl,JJR,
